en_id,country_id,state_id,en_name,is_country,police,ambulance,fire,non_emergency,cyber_police,medicare_support,gas_leak,electricity_outage,water_department,disaster_recovery,flood_help,earthquake_info,hurricane_info,emergency_mgmt,environmental_hazards,transportation_assistance,roadside_assistance,highway_patrol,suicide,help_women,child_abuse,domestic_abuse,mental_health,elderly_abuse,poison_control,animal_control,wildlife_rescue,homeless_services,food_assistance
708,244,state_id_1807,en_name_8785,False,police_7102,ambulance_1331,fire_6535,non_emergency_5965,cyber_police_6094,medicare_support_5593,gas_leak_9054,electricity_outage_2609,water_department_4734,disaster_recovery_3201,flood_help_5923,earthquake_info_8259,hurricane_info_6257,emergency_mgmt_5414,environmental_hazards_7828,transportation_assistance_2462,roadside_assistance_4079,highway_patrol_8237,suicide_4463,help_women_7671,child_abuse_8937,domestic_abuse_9462,mental_health_7126,elderly_abuse_1920,poison_control_9442,animal_control_3604,wildlife_rescue_2075,homeless_services_6097,food_assistance_9303
414,139,state_id_9589,en_name_1474,True,police_4158,ambulance_4288,fire_1944,non_emergency_5087,cyber_police_1541,medicare_support_8478,gas_leak_1828,electricity_outage_6904,water_department_4262,disaster_recovery_5488,flood_help_7035,earthquake_info_8605,hurricane_info_9275,emergency_mgmt_7503,environmental_hazards_3029,transportation_assistance_1500,roadside_assistance_4963,highway_patrol_7102,suicide_9008,help_women_8308,child_abuse_3909,domestic_abuse_8775,mental_health_6730,elderly_abuse_6640,poison_control_3679,animal_control_5237,wildlife_rescue_2480,homeless_services_5670,food_assistance_1449
396,51,state_id_3669,en_name_4511,True,police_4688,ambulance_4387,fire_5408,non_emergency_7709,cyber_police_9409,medicare_support_1328,gas_leak_1145,electricity_outage_8767,water_department_3167,disaster_recovery_3837,flood_help_1138,earthquake_info_4666,hurricane_info_5135,emergency_mgmt_6004,environmental_hazards_5511,transportation_assistance_7943,roadside_assistance_7168,highway_patrol_6713,suicide_8520,help_women_5128,child_abuse_4575,domestic_abuse_8646,mental_health_5950,elderly_abuse_9530,poison_control_7506,animal_control_2676,wildlife_rescue_1120,homeless_services_9380,food_assistance_7131
575,663,state_id_5631,en_name_5890,True,police_8892,ambulance_2045,fire_6509,non_emergency_5529,cyber_police_6327,medicare_support_5536,gas_leak_5278,electricity_outage_5895,water_department_4086,disaster_recovery_3456,flood_help_9475,earthquake_info_4937,hurricane_info_1930,emergency_mgmt_7620,environmental_hazards_6236,transportation_assistance_3292,roadside_assistance_1417,highway_patrol_9148,suicide_5843,help_women_5250,child_abuse_7857,domestic_abuse_7628,mental_health_7361,elderly_abuse_1578,poison_control_4111,animal_control_6622,wildlife_rescue_4643,homeless_services_9759,food_assistance_8794
929,964,state_id_6873,en_name_9311,False,police_3785,ambulance_3967,fire_5813,non_emergency_2599,cyber_police_8713,medicare_support_3096,gas_leak_5237,electricity_outage_3999,water_department_6499,disaster_recovery_2463,flood_help_4641,earthquake_info_6820,hurricane_info_4659,emergency_mgmt_6031,environmental_hazards_7889,transportation_assistance_6428,roadside_assistance_7089,highway_patrol_5269,suicide_5817,help_women_8598,child_abuse_2929,domestic_abuse_8709,mental_health_1879,elderly_abuse_2166,poison_control_8736,animal_control_4187,wildlife_rescue_9199,homeless_services_2963,food_assistance_7253
543,306,state_id_7768,en_name_1885,True,police_3250,ambulance_4281,fire_6614,non_emergency_7704,cyber_police_8496,medicare_support_3346,gas_leak_6183,electricity_outage_3954,water_department_2324,disaster_recovery_8988,flood_help_6449,earthquake_info_3897,hurricane_info_6134,emergency_mgmt_1950,environmental_hazards_1077,transportation_assistance_8406,roadside_assistance_5481,highway_patrol_4430,suicide_3762,help_women_3595,child_abuse_9021,domestic_abuse_2442,mental_health_3120,elderly_abuse_8105,poison_control_8035,animal_control_7609,wildlife_rescue_8029,homeless_services_8821,food_assistance_7280
5,39,state_id_9745,en_name_4267,False,police_1230,ambulance_6279,fire_9700,non_emergency_4122,cyber_police_1293,medicare_support_1067,gas_leak_5076,electricity_outage_4707,water_department_6641,disaster_recovery_6113,flood_help_3112,earthquake_info_2682,hurricane_info_7284,emergency_mgmt_9246,environmental_hazards_6015,transportation_assistance_3736,roadside_assistance_2069,highway_patrol_1749,suicide_5885,help_women_5764,child_abuse_8469,domestic_abuse_9524,mental_health_9587,elderly_abuse_6535,poison_control_8105,animal_control_3192,wildlife_rescue_6615,homeless_services_9031,food_assistance_6885
769,193,state_id_3701,en_name_7609,True,police_4742,ambulance_4675,fire_3149,non_emergency_4460,cyber_police_1359,medicare_support_9267,gas_leak_3768,electricity_outage_3017,water_department_7006,disaster_recovery_1612,flood_help_7147,earthquake_info_5190,hurricane_info_9761,emergency_mgmt_1796,environmental_hazards_1785,transportation_assistance_2771,roadside_assistance_1323,highway_patrol_1790,suicide_2897,help_women_7828,child_abuse_8279,domestic_abuse_7230,mental_health_3024,elderly_abuse_9966,poison_control_5140,animal_control_8772,wildlife_rescue_3508,homeless_services_4366,food_assistance_1152
309,431,state_id_2654,en_name_9524,False,police_3247,ambulance_7862,fire_2718,non_emergency_9381,cyber_police_2928,medicare_support_5631,gas_leak_2867,electricity_outage_2741,water_department_9154,disaster_recovery_4254,flood_help_4272,earthquake_info_5308,hurricane_info_9571,emergency_mgmt_4304,environmental_hazards_6864,transportation_assistance_7713,roadside_assistance_5839,highway_patrol_3627,suicide_1645,help_women_9980,child_abuse_9132,domestic_abuse_4402,mental_health_8875,elderly_abuse_6416,poison_control_4842,animal_control_1044,wildlife_rescue_1208,homeless_services_2458,food_assistance_2809
856,588,state_id_9095,en_name_3443,True,police_9383,ambulance_2229,fire_2659,non_emergency_5192,cyber_police_4787,medicare_support_8483,gas_leak_5850,electricity_outage_5327,water_department_8606,disaster_recovery_1820,flood_help_2635,earthquake_info_3862,hurricane_info_1646,emergency_mgmt_5760,environmental_hazards_6901,transportation_assistance_6123,roadside_assistance_7979,highway_patrol_2898,suicide_2556,help_women_1751,child_abuse_1158,domestic_abuse_3267,mental_health_3793,elderly_abuse_6384,poison_control_6857,animal_control_8171,wildlife_rescue_5395,homeless_services_2522,food_assistance_7105
835,351,state_id_3996,en_name_2865,False,police_7557,ambulance_8479,fire_5453,non_emergency_7319,cyber_police_8835,medicare_support_7909,gas_leak_3732,electricity_outage_2852,water_department_3171,disaster_recovery_1960,flood_help_3611,earthquake_info_2699,hurricane_info_7816,emergency_mgmt_8908,environmental_hazards_8178,transportation_assistance_3969,roadside_assistance_7221,highway_patrol_6875,suicide_1472,help_women_3140,child_abuse_8914,domestic_abuse_8997,mental_health_2850,elderly_abuse_7738,poison_control_8220,animal_control_1753,wildlife_rescue_2037,homeless_services_5286,food_assistance_6148
13,722,state_id_9598,en_name_4669,False,police_9504,ambulance_9570,fire_2560,non_emergency_8091,cyber_police_5072,medicare_support_8895,gas_leak_6664,electricity_outage_7305,water_department_3435,disaster_recovery_1894,flood_help_1190,earthquake_info_3571,hurricane_info_9283,emergency_mgmt_8688,environmental_hazards_9123,transportation_assistance_3709,roadside_assistance_2226,highway_patrol_9055,suicide_6253,help_women_4946,child_abuse_6421,domestic_abuse_5557,mental_health_1824,elderly_abuse_9305,poison_control_4648,animal_control_7203,wildlife_rescue_7607,homeless_services_4850,food_assistance_2291
471,455,state_id_8341,en_name_2442,False,police_8324,ambulance_6178,fire_2944,non_emergency_9148,cyber_police_1291,medicare_support_2681,gas_leak_7609,electricity_outage_7755,water_department_1587,disaster_recovery_9996,flood_help_1002,earthquake_info_2489,hurricane_info_5990,emergency_mgmt_9328,environmental_hazards_4389,transportation_assistance_8474,roadside_assistance_6584,highway_patrol_6953,suicide_1889,help_women_4652,child_abuse_8445,domestic_abuse_6439,mental_health_8751,elderly_abuse_6952,poison_control_8414,animal_control_2868,wildlife_rescue_2596,homeless_services_4633,food_assistance_1035
350,364,state_id_5783,en_name_9973,False,police_2741,ambulance_1750,fire_3689,non_emergency_9067,cyber_police_3301,medicare_support_7704,gas_leak_2752,electricity_outage_5166,water_department_4209,disaster_recovery_4072,flood_help_2978,earthquake_info_7437,hurricane_info_4532,emergency_mgmt_8488,environmental_hazards_4122,transportation_assistance_6536,roadside_assistance_2765,highway_patrol_7790,suicide_1761,help_women_3018,child_abuse_8381,domestic_abuse_8493,mental_health_9260,elderly_abuse_3205,poison_control_9172,animal_control_1071,wildlife_rescue_9689,homeless_services_1795,food_assistance_8091
859,600,state_id_8912,en_name_9328,True,police_3845,ambulance_3103,fire_2696,non_emergency_7347,cyber_police_6273,medicare_support_9259,gas_leak_7302,electricity_outage_7859,water_department_5067,disaster_recovery_5482,flood_help_7518,earthquake_info_6617,hurricane_info_5819,emergency_mgmt_8419,environmental_hazards_3185,transportation_assistance_3263,roadside_assistance_7762,highway_patrol_9393,suicide_5897,help_women_9975,child_abuse_6143,domestic_abuse_4560,mental_health_4291,elderly_abuse_4435,poison_control_5760,animal_control_6657,wildlife_rescue_3173,homeless_services_3913,food_assistance_9255
556,711,state_id_6281,en_name_2890,False,police_8870,ambulance_7839,fire_9747,non_emergency_5684,cyber_police_7920,medicare_support_1209,gas_leak_9564,electricity_outage_2744,water_department_1414,disaster_recovery_7240,flood_help_3381,earthquake_info_1869,hurricane_info_1927,emergency_mgmt_4275,environmental_hazards_5374,transportation_assistance_3636,roadside_assistance_5695,highway_patrol_5105,suicide_3399,help_women_2016,child_abuse_5835,domestic_abuse_4342,mental_health_9866,elderly_abuse_1529,poison_control_6876,animal_control_8415,wildlife_rescue_2679,homeless_services_4675,food_assistance_7371
244,524,state_id_5712,en_name_1769,False,police_7349,ambulance_7825,fire_6122,non_emergency_1881,cyber_police_1212,medicare_support_5117,gas_leak_4327,electricity_outage_8259,water_department_4695,disaster_recovery_7025,flood_help_9955,earthquake_info_4218,hurricane_info_4170,emergency_mgmt_5819,environmental_hazards_8353,transportation_assistance_3906,roadside_assistance_2220,highway_patrol_4063,suicide_3847,help_women_9418,child_abuse_2955,domestic_abuse_7180,mental_health_1665,elderly_abuse_8020,poison_control_5572,animal_control_5329,wildlife_rescue_3131,homeless_services_3636,food_assistance_5178
6,339,state_id_8640,en_name_3536,True,police_3518,ambulance_6285,fire_1833,non_emergency_5934,cyber_police_9037,medicare_support_6866,gas_leak_2194,electricity_outage_6207,water_department_9608,disaster_recovery_4603,flood_help_4012,earthquake_info_9529,hurricane_info_2117,emergency_mgmt_9276,environmental_hazards_3611,transportation_assistance_7814,roadside_assistance_9897,highway_patrol_9798,suicide_7609,help_women_2506,child_abuse_6724,domestic_abuse_4624,mental_health_4495,elderly_abuse_6437,poison_control_6424,animal_control_6911,wildlife_rescue_5809,homeless_services_4579,food_assistance_9691
487,575,state_id_1144,en_name_2879,False,police_8301,ambulance_4937,fire_4994,non_emergency_1653,cyber_police_6258,medicare_support_7248,gas_leak_2857,electricity_outage_7322,water_department_5203,disaster_recovery_9851,flood_help_5633,earthquake_info_1404,hurricane_info_9468,emergency_mgmt_7143,environmental_hazards_9426,transportation_assistance_9335,roadside_assistance_8300,highway_patrol_8975,suicide_1718,help_women_5856,child_abuse_4154,domestic_abuse_6248,mental_health_9419,elderly_abuse_2349,poison_control_2572,animal_control_3742,wildlife_rescue_9814,homeless_services_9736,food_assistance_1120
642,68,state_id_4453,en_name_4492,False,police_2702,ambulance_4368,fire_9810,non_emergency_8130,cyber_police_2181,medicare_support_3519,gas_leak_1389,electricity_outage_8523,water_department_6434,disaster_recovery_1620,flood_help_2433,earthquake_info_2200,hurricane_info_1889,emergency_mgmt_3916,environmental_hazards_5127,transportation_assistance_2154,roadside_assistance_4729,highway_patrol_5237,suicide_7678,help_women_7357,child_abuse_8391,domestic_abuse_7626,mental_health_8094,elderly_abuse_6183,poison_control_1276,animal_control_7381,wildlife_rescue_2938,homeless_services_9762,food_assistance_1096
657,738,state_id_2036,en_name_1745,True,police_6860,ambulance_9238,fire_2738,non_emergency_5748,cyber_police_5937,medicare_support_2417,gas_leak_5612,electricity_outage_8170,water_department_7249,disaster_recovery_7473,flood_help_1504,earthquake_info_8765,hurricane_info_3561,emergency_mgmt_9740,environmental_hazards_4602,transportation_assistance_3234,roadside_assistance_7406,highway_patrol_9941,suicide_5832,help_women_3360,child_abuse_5883,domestic_abuse_7113,mental_health_1182,elderly_abuse_3316,poison_control_3019,animal_control_1684,wildlife_rescue_1082,homeless_services_7456,food_assistance_9800
561,970,state_id_2394,en_name_5992,True,police_6633,ambulance_4469,fire_7760,non_emergency_9397,cyber_police_3333,medicare_support_3637,gas_leak_4014,electricity_outage_4617,water_department_5140,disaster_recovery_4183,flood_help_2877,earthquake_info_3971,hurricane_info_1891,emergency_mgmt_9992,environmental_hazards_8557,transportation_assistance_2198,roadside_assistance_5762,highway_patrol_2103,suicide_5107,help_women_2608,child_abuse_4234,domestic_abuse_8982,mental_health_6420,elderly_abuse_6851,poison_control_3100,animal_control_4842,wildlife_rescue_2639,homeless_services_5671,food_assistance_2143
922,199,state_id_6206,en_name_8960,False,police_6379,ambulance_6008,fire_3496,non_emergency_6971,cyber_police_6182,medicare_support_8017,gas_leak_3762,electricity_outage_1079,water_department_6131,disaster_recovery_5033,flood_help_4629,earthquake_info_8145,hurricane_info_5533,emergency_mgmt_6889,environmental_hazards_3200,transportation_assistance_6432,roadside_assistance_8863,highway_patrol_8583,suicide_8296,help_women_6877,child_abuse_6004,domestic_abuse_8978,mental_health_2783,elderly_abuse_3879,poison_control_2343,animal_control_5597,wildlife_rescue_3293,homeless_services_9824,food_assistance_4218
270,752,state_id_2252,en_name_2235,True,police_9309,ambulance_1511,fire_7637,non_emergency_4485,cyber_police_1600,medicare_support_5269,gas_leak_9904,electricity_outage_9842,water_department_8734,disaster_recovery_3435,flood_help_6993,earthquake_info_7430,hurricane_info_4658,emergency_mgmt_5767,environmental_hazards_3193,transportation_assistance_8613,roadside_assistance_9210,highway_patrol_9362,suicide_2483,help_women_7500,child_abuse_6961,domestic_abuse_9227,mental_health_1173,elderly_abuse_4913,poison_control_3717,animal_control_9423,wildlife_rescue_3299,homeless_services_8310,food_assistance_3608
184,580,state_id_3395,en_name_8921,False,police_1662,ambulance_4585,fire_8989,non_emergency_4796,cyber_police_2029,medicare_support_5331,gas_leak_7052,electricity_outage_4834,water_department_1701,disaster_recovery_4387,flood_help_9485,earthquake_info_6918,hurricane_info_7358,emergency_mgmt_8695,environmental_hazards_8448,transportation_assistance_1760,roadside_assistance_1653,highway_patrol_6309,suicide_2691,help_women_9542,child_abuse_5480,domestic_abuse_5314,mental_health_9918,elderly_abuse_3848,poison_control_7171,animal_control_7201,wildlife_rescue_6985,homeless_services_2275,food_assistance_9465
258,386,state_id_4651,en_name_9460,False,police_6781,ambulance_6653,fire_8976,non_emergency_8898,cyber_police_1108,medicare_support_9222,gas_leak_3276,electricity_outage_8207,water_department_3713,disaster_recovery_4768,flood_help_2263,earthquake_info_9430,hurricane_info_5600,emergency_mgmt_4465,environmental_hazards_3461,transportation_assistance_4062,roadside_assistance_3578,highway_patrol_6934,suicide_2938,help_women_4773,child_abuse_7793,domestic_abuse_6410,mental_health_2856,elderly_abuse_8889,poison_control_8844,animal_control_8848,wildlife_rescue_4452,homeless_services_3641,food_assistance_7732
23,250,state_id_1706,en_name_3095,True,police_3207,ambulance_9399,fire_1642,non_emergency_3406,cyber_police_1916,medicare_support_3725,gas_leak_5231,electricity_outage_3949,water_department_9464,disaster_recovery_7642,flood_help_1305,earthquake_info_5644,hurricane_info_2404,emergency_mgmt_4548,environmental_hazards_8359,transportation_assistance_8723,roadside_assistance_8891,highway_patrol_3794,suicide_4594,help_women_7730,child_abuse_3338,domestic_abuse_3979,mental_health_9369,elderly_abuse_5333,poison_control_3747,animal_control_6614,wildlife_rescue_8429,homeless_services_2127,food_assistance_4765
388,395,state_id_3166,en_name_2778,True,police_4315,ambulance_9564,fire_9263,non_emergency_7877,cyber_police_3450,medicare_support_2577,gas_leak_3906,electricity_outage_8796,water_department_1639,disaster_recovery_9706,flood_help_9246,earthquake_info_2925,hurricane_info_2526,emergency_mgmt_8901,environmental_hazards_3135,transportation_assistance_9835,roadside_assistance_1019,highway_patrol_8069,suicide_9553,help_women_7892,child_abuse_7068,domestic_abuse_1711,mental_health_9680,elderly_abuse_8028,poison_control_4759,animal_control_8899,wildlife_rescue_7246,homeless_services_6742,food_assistance_2600
436,138,state_id_5170,en_name_8817,True,police_2373,ambulance_5641,fire_9908,non_emergency_7695,cyber_police_5223,medicare_support_4096,gas_leak_1089,electricity_outage_1116,water_department_9561,disaster_recovery_2930,flood_help_9515,earthquake_info_1117,hurricane_info_7144,emergency_mgmt_4365,environmental_hazards_6175,transportation_assistance_7698,roadside_assistance_6935,highway_patrol_2746,suicide_3535,help_women_7980,child_abuse_5155,domestic_abuse_5281,mental_health_9783,elderly_abuse_7939,poison_control_6990,animal_control_5514,wildlife_rescue_7511,homeless_services_4337,food_assistance_7770
566,803,state_id_8904,en_name_3928,False,police_8925,ambulance_5157,fire_6024,non_emergency_6641,cyber_police_7522,medicare_support_3262,gas_leak_2951,electricity_outage_4764,water_department_8317,disaster_recovery_3650,flood_help_2642,earthquake_info_4513,hurricane_info_9328,emergency_mgmt_7562,environmental_hazards_6544,transportation_assistance_1852,roadside_assistance_3633,highway_patrol_7375,suicide_1086,help_women_2492,child_abuse_3381,domestic_abuse_8727,mental_health_8133,elderly_abuse_2444,poison_control_2049,animal_control_5310,wildlife_rescue_4633,homeless_services_7075,food_assistance_2311
624,39,state_id_7296,en_name_7564,False,police_1941,ambulance_3871,fire_9099,non_emergency_8192,cyber_police_1175,medicare_support_4304,gas_leak_9489,electricity_outage_5685,water_department_4190,disaster_recovery_1550,flood_help_9364,earthquake_info_9451,hurricane_info_4795,emergency_mgmt_3776,environmental_hazards_1590,transportation_assistance_6893,roadside_assistance_4919,highway_patrol_1004,suicide_3579,help_women_2422,child_abuse_5520,domestic_abuse_7544,mental_health_6785,elderly_abuse_7474,poison_control_7642,animal_control_4281,wildlife_rescue_9482,homeless_services_1251,food_assistance_2124
942,93,state_id_5661,en_name_6703,False,police_5530,ambulance_4707,fire_4187,non_emergency_8450,cyber_police_7618,medicare_support_1076,gas_leak_5277,electricity_outage_3867,water_department_7670,disaster_recovery_9294,flood_help_2744,earthquake_info_2185,hurricane_info_9243,emergency_mgmt_5821,environmental_hazards_6570,transportation_assistance_2917,roadside_assistance_9409,highway_patrol_5222,suicide_9813,help_women_5098,child_abuse_8254,domestic_abuse_7178,mental_health_8923,elderly_abuse_4985,poison_control_6565,animal_control_8517,wildlife_rescue_8548,homeless_services_1448,food_assistance_8896
120,265,state_id_2106,en_name_7269,True,police_4767,ambulance_6172,fire_7757,non_emergency_6785,cyber_police_9462,medicare_support_9776,gas_leak_1159,electricity_outage_5314,water_department_5067,disaster_recovery_5706,flood_help_2523,earthquake_info_7536,hurricane_info_6603,emergency_mgmt_2245,environmental_hazards_3924,transportation_assistance_8807,roadside_assistance_6142,highway_patrol_6792,suicide_4580,help_women_5408,child_abuse_3994,domestic_abuse_4115,mental_health_9175,elderly_abuse_4271,poison_control_4847,animal_control_4965,wildlife_rescue_5348,homeless_services_4387,food_assistance_4755
208,855,state_id_5091,en_name_6833,True,police_2747,ambulance_2964,fire_2285,non_emergency_9071,cyber_police_1108,medicare_support_9871,gas_leak_1692,electricity_outage_8901,water_department_7081,disaster_recovery_6167,flood_help_9066,earthquake_info_5501,hurricane_info_9041,emergency_mgmt_3996,environmental_hazards_9374,transportation_assistance_5591,roadside_assistance_7518,highway_patrol_4638,suicide_3101,help_women_1887,child_abuse_9613,domestic_abuse_7933,mental_health_8836,elderly_abuse_9859,poison_control_1533,animal_control_9232,wildlife_rescue_6689,homeless_services_7450,food_assistance_3863
469,1000,state_id_2972,en_name_9490,False,police_6171,ambulance_1137,fire_1193,non_emergency_4452,cyber_police_7216,medicare_support_2650,gas_leak_6331,electricity_outage_6924,water_department_5254,disaster_recovery_4066,flood_help_9987,earthquake_info_5306,hurricane_info_4885,emergency_mgmt_5413,environmental_hazards_8722,transportation_assistance_6621,roadside_assistance_6995,highway_patrol_4013,suicide_9171,help_women_7945,child_abuse_4449,domestic_abuse_7866,mental_health_7099,elderly_abuse_6981,poison_control_7563,animal_control_5581,wildlife_rescue_8384,homeless_services_3947,food_assistance_3148
590,703,state_id_4744,en_name_2636,False,police_4863,ambulance_8081,fire_7240,non_emergency_4212,cyber_police_3389,medicare_support_3450,gas_leak_8749,electricity_outage_1159,water_department_3893,disaster_recovery_7906,flood_help_9185,earthquake_info_3203,hurricane_info_9470,emergency_mgmt_9748,environmental_hazards_6172,transportation_assistance_8972,roadside_assistance_5915,highway_patrol_5111,suicide_1781,help_women_7527,child_abuse_2621,domestic_abuse_3676,mental_health_1983,elderly_abuse_4530,poison_control_5166,animal_control_8807,wildlife_rescue_2577,homeless_services_8370,food_assistance_6483
267,370,state_id_6903,en_name_5222,False,police_1324,ambulance_7746,fire_2986,non_emergency_6752,cyber_police_4259,medicare_support_9821,gas_leak_3859,electricity_outage_5663,water_department_6818,disaster_recovery_6326,flood_help_9363,earthquake_info_8987,hurricane_info_8322,emergency_mgmt_2284,environmental_hazards_7243,transportation_assistance_5694,roadside_assistance_8598,highway_patrol_3373,suicide_3745,help_women_6527,child_abuse_7911,domestic_abuse_7631,mental_health_2168,elderly_abuse_2296,poison_control_3654,animal_control_6629,wildlife_rescue_4739,homeless_services_6136,food_assistance_6191
669,299,state_id_5382,en_name_7479,False,police_8289,ambulance_6950,fire_9535,non_emergency_8377,cyber_police_7782,medicare_support_3741,gas_leak_4012,electricity_outage_1378,water_department_3048,disaster_recovery_4844,flood_help_5122,earthquake_info_2311,hurricane_info_4450,emergency_mgmt_3734,environmental_hazards_7505,transportation_assistance_2687,roadside_assistance_2565,highway_patrol_2045,suicide_8752,help_women_9985,child_abuse_1881,domestic_abuse_1431,mental_health_7504,elderly_abuse_9584,poison_control_2363,animal_control_2702,wildlife_rescue_5300,homeless_services_3544,food_assistance_2381
671,954,state_id_7387,en_name_6068,True,police_5053,ambulance_5655,fire_8260,non_emergency_3071,cyber_police_3150,medicare_support_9630,gas_leak_3795,electricity_outage_1468,water_department_1575,disaster_recovery_6846,flood_help_6328,earthquake_info_8801,hurricane_info_8654,emergency_mgmt_9856,environmental_hazards_5463,transportation_assistance_9987,roadside_assistance_8288,highway_patrol_3213,suicide_9835,help_women_3900,child_abuse_8480,domestic_abuse_8126,mental_health_9576,elderly_abuse_9745,poison_control_6073,animal_control_6688,wildlife_rescue_8891,homeless_services_9841,food_assistance_4721
825,92,state_id_8239,en_name_6044,False,police_7753,ambulance_5256,fire_3551,non_emergency_5973,cyber_police_1172,medicare_support_1001,gas_leak_9574,electricity_outage_3233,water_department_6634,disaster_recovery_5698,flood_help_8687,earthquake_info_9767,hurricane_info_1136,emergency_mgmt_9059,environmental_hazards_8816,transportation_assistance_5908,roadside_assistance_1149,highway_patrol_8052,suicide_5799,help_women_4788,child_abuse_1118,domestic_abuse_9981,mental_health_7121,elderly_abuse_4089,poison_control_7745,animal_control_8161,wildlife_rescue_7467,homeless_services_5094,food_assistance_3675
733,755,state_id_7385,en_name_7199,True,police_5308,ambulance_2297,fire_7917,non_emergency_4924,cyber_police_9464,medicare_support_5454,gas_leak_5664,electricity_outage_9715,water_department_5404,disaster_recovery_7765,flood_help_4080,earthquake_info_2121,hurricane_info_3988,emergency_mgmt_3238,environmental_hazards_5744,transportation_assistance_2808,roadside_assistance_8460,highway_patrol_8418,suicide_5458,help_women_9060,child_abuse_4076,domestic_abuse_6253,mental_health_1317,elderly_abuse_3492,poison_control_1813,animal_control_9764,wildlife_rescue_1362,homeless_services_4046,food_assistance_2675
289,276,state_id_3048,en_name_8183,True,police_4814,ambulance_2477,fire_3468,non_emergency_1241,cyber_police_9086,medicare_support_4558,gas_leak_6601,electricity_outage_7885,water_department_6104,disaster_recovery_9165,flood_help_7084,earthquake_info_8597,hurricane_info_1519,emergency_mgmt_6410,environmental_hazards_2314,transportation_assistance_3393,roadside_assistance_1918,highway_patrol_5366,suicide_7429,help_women_2169,child_abuse_9899,domestic_abuse_8702,mental_health_3975,elderly_abuse_4148,poison_control_5097,animal_control_7251,wildlife_rescue_1206,homeless_services_2998,food_assistance_5078
395,790,state_id_8257,en_name_5049,True,police_4263,ambulance_8550,fire_2539,non_emergency_9538,cyber_police_4415,medicare_support_8746,gas_leak_7375,electricity_outage_6113,water_department_6293,disaster_recovery_3598,flood_help_1691,earthquake_info_9534,hurricane_info_3001,emergency_mgmt_5150,environmental_hazards_8884,transportation_assistance_5895,roadside_assistance_4255,highway_patrol_6905,suicide_1853,help_women_4568,child_abuse_2850,domestic_abuse_4866,mental_health_8113,elderly_abuse_6316,poison_control_1246,animal_control_3742,wildlife_rescue_5523,homeless_services_2960,food_assistance_7484
809,249,state_id_1146,en_name_1688,False,police_3539,ambulance_7084,fire_2466,non_emergency_5075,cyber_police_3583,medicare_support_9190,gas_leak_2497,electricity_outage_6544,water_department_1983,disaster_recovery_1979,flood_help_6824,earthquake_info_3521,hurricane_info_9787,emergency_mgmt_2759,environmental_hazards_3061,transportation_assistance_8992,roadside_assistance_4812,highway_patrol_6189,suicide_6690,help_women_8187,child_abuse_4161,domestic_abuse_1349,mental_health_7189,elderly_abuse_6868,poison_control_3207,animal_control_5107,wildlife_rescue_1646,homeless_services_8951,food_assistance_8168
573,302,state_id_9892,en_name_9029,True,police_4057,ambulance_9906,fire_6696,non_emergency_6303,cyber_police_8674,medicare_support_5510,gas_leak_3627,electricity_outage_2128,water_department_9702,disaster_recovery_3539,flood_help_8362,earthquake_info_5844,hurricane_info_5314,emergency_mgmt_9873,environmental_hazards_7014,transportation_assistance_8439,roadside_assistance_1011,highway_patrol_9289,suicide_7210,help_women_4039,child_abuse_1306,domestic_abuse_6965,mental_health_4912,elderly_abuse_6254,poison_control_2037,animal_control_9830,wildlife_rescue_7348,homeless_services_4110,food_assistance_9586
700,510,state_id_3525,en_name_5638,False,police_7714,ambulance_6276,fire_2809,non_emergency_2577,cyber_police_9572,medicare_support_2092,gas_leak_1717,electricity_outage_3126,water_department_3926,disaster_recovery_1512,flood_help_4310,earthquake_info_2753,hurricane_info_8952,emergency_mgmt_4139,environmental_hazards_2617,transportation_assistance_1521,roadside_assistance_7366,highway_patrol_9026,suicide_9615,help_women_5193,child_abuse_1804,domestic_abuse_7002,mental_health_4616,elderly_abuse_2161,poison_control_1214,animal_control_4419,wildlife_rescue_9051,homeless_services_2310,food_assistance_8668
821,655,state_id_1994,en_name_6913,False,police_7046,ambulance_1955,fire_5355,non_emergency_9667,cyber_police_1666,medicare_support_2153,gas_leak_5979,electricity_outage_2276,water_department_4537,disaster_recovery_9511,flood_help_2591,earthquake_info_2658,hurricane_info_4784,emergency_mgmt_9710,environmental_hazards_7313,transportation_assistance_4104,roadside_assistance_4164,highway_patrol_9621,suicide_5075,help_women_3931,child_abuse_7802,domestic_abuse_2728,mental_health_6864,elderly_abuse_8515,poison_control_7997,animal_control_2705,wildlife_rescue_3733,homeless_services_3955,food_assistance_7579
517,346,state_id_3591,en_name_9747,False,police_6772,ambulance_6163,fire_6319,non_emergency_7090,cyber_police_7755,medicare_support_8054,gas_leak_6299,electricity_outage_4943,water_department_9939,disaster_recovery_4504,flood_help_7145,earthquake_info_5162,hurricane_info_6898,emergency_mgmt_8412,environmental_hazards_8331,transportation_assistance_7505,roadside_assistance_1003,highway_patrol_1567,suicide_5660,help_women_1267,child_abuse_9480,domestic_abuse_3213,mental_health_5945,elderly_abuse_1107,poison_control_5920,animal_control_4635,wildlife_rescue_4519,homeless_services_6159,food_assistance_1355
