"info_id","req_id","field_id","item_id","field_value"
544,"REQ-00-000-000-0377","3.5.B","3.5.B.1",NULL
545,"REQ-00-000-000-0377","3.5.C","3.5.C.1","0"
546,"REQ-00-000-000-0377","3.5.C","3.5.C.2","1500"
547,"REQ-00-000-000-0377","3.5.D","3.5.D.1",NULL
548,"REQ-00-000-000-0377","3.5.G",NULL,"1"
550,"REQ-00-000-000-0379","5.1.1.A","5.1.1.A.1",NULL
556,"REQ-00-000-000-0380","5.5.B","5.5.B.1",NULL
557,"REQ-00-000-000-0383","6.1.A",NULL,"Charlotte, NC"
558,"REQ-00-000-000-0384","6.1.A",NULL,"Charlotte, NC"
559,"REQ-00-000-000-0385","6.1.A",NULL,"Charlotte, NC"
560,"REQ-00-000-000-0386","6.1.A",NULL,"Charlotte, NC"
561,"REQ-00-000-000-0387","6.1.A",NULL,"Charlotte, NC"
562,"REQ-00-000-000-0388","6.1.A",NULL,"Charlotte, NC"
563,"REQ-00-000-000-0389","6.1.A",NULL,"Charlotte, NC"
564,"REQ-00-000-000-0390","6.1.A",NULL,"Charlotte, NC"
565,"REQ-00-000-000-0391","4.7.A","4.7.A.1",NULL
566,"REQ-00-000-000-0400","6.1.A",NULL,"Charlotte, NC"
567,"REQ-00-000-000-0401","2.1.A","2.1.A.1",NULL
568,"REQ-00-000-000-0401","2.1.B","2.1.B.1",NULL
569,"REQ-00-000-000-0401","2.1.C","2.1.C.1",NULL
570,"REQ-00-000-000-0401","2.1.D","2.1.D.1",NULL
571,"REQ-00-000-000-0401","2.1.E",NULL,"1"
572,"REQ-00-000-000-0402","4.6.A","4.6.A.3",NULL
573,"REQ-00-000-000-0403","3.5.A","3.5.A.1",NULL
574,"REQ-00-000-000-0403","3.5.B","3.5.B.4",NULL
575,"REQ-00-000-000-0403","3.5.C","3.5.C.1","800"
576,"REQ-00-000-000-0403","3.5.C","3.5.C.2","1199.99"
577,"REQ-00-000-000-0403","3.5.D","3.5.D.2",NULL
578,"REQ-00-000-000-0403","3.5.F",NULL,"2"
579,"REQ-00-000-000-0403","3.5.E","3.5.E.5",NULL
580,"REQ-00-000-000-0403","3.5.G",NULL,"0"
581,"REQ-00-000-000-0409","3.9.A","3.9.A.6",NULL
582,"REQ-00-000-000-0409","3.9.E","3.9.E.3",NULL
583,"REQ-00-000-000-0409","3.9.F","3.9.F.1",NULL
584,"REQ-00-000-000-0409","3.9.B","3.9.B.1",NULL
585,"REQ-00-000-000-0410","1.3.3.A","1.3.3.A.1",NULL
586,"REQ-00-000-000-0412","6.1.A",NULL,"Charlotte, NC"
587,"REQ-00-000-000-0413","6.1.A",NULL,"jhgfds"
588,"REQ-00-000-000-0413","6.1.B","6.1.B.2","2026-06-23T06:45:00Z"
589,"REQ-00-000-000-0413","6.1.B","6.1.B.1","2026-06-09T18:42:00Z"
590,"REQ-00-000-000-0414","5.4.A","5.4.A.1",NULL
591,"REQ-00-000-000-0414","5.4.B",NULL,"06:46"
592,"REQ-00-000-000-0414","5.4.C","5.4.C.2",NULL
593,"REQ-00-000-000-0414","5.4.D","5.4.D.2",NULL
594,"REQ-00-000-000-0414","5.4.E","5.4.E.1",NULL
595,"REQ-00-000-000-0415","6.1.A",NULL,"Charlotte, NC"
596,"REQ-00-000-000-0416","6.1.A",NULL,"Charlotte, NC"
597,"REQ-00-000-000-0417","6.1.A",NULL,"Charlotte, NC"
598,"REQ-00-000-000-0418","6.1.A",NULL,"Charlotte, NC"
599,"REQ-00-000-000-0419","6.1.A",NULL,"Charlotte, NC"
600,"REQ-00-000-000-0421","5.1.2.A","5.1.2.A.3",NULL
601,"REQ-00-000-000-0421","5.1.2.B","5.1.2.B.4",NULL
602,"REQ-00-000-000-0421","5.1.2.B","5.1.2.B.3",NULL
603,"REQ-00-000-000-0421","5.1.2.B","5.1.2.B.2",NULL
604,"REQ-00-000-000-0422","6.4.A","6.4.A.1",NULL
605,"REQ-00-000-000-0422","6.4.B","6.4.B.3",NULL
606,"REQ-00-000-000-0422","6.4.C",NULL,"2026-06-12T09:35:00Z"
607,"REQ-00-000-000-0423","2.1.A","2.1.A.3",NULL
608,"REQ-00-000-000-0423","2.1.B","2.1.B.4",NULL
609,"REQ-00-000-000-0423","2.1.C","2.1.C.4",NULL
610,"REQ-00-000-000-0423","2.1.C","2.1.C.5",NULL
611,"REQ-00-000-000-0423","2.1.D","2.1.D.2",NULL
612,"REQ-00-000-000-0424","2.1.A","2.1.A.3",NULL
613,"REQ-00-000-000-0424","2.1.B","2.1.B.4",NULL
614,"REQ-00-000-000-0424","2.1.C","2.1.C.4",NULL
615,"REQ-00-000-000-0424","2.1.C","2.1.C.5",NULL
616,"REQ-00-000-000-0424","2.1.D","2.1.D.2",NULL
617,"REQ-00-000-000-0425","5.1.4.A","5.1.4.A.1",NULL
618,"REQ-00-000-000-0425","5.1.4.B","5.1.4.B.1",NULL
619,"REQ-00-000-000-0426","1.3.3.A","1.3.3.A.3",NULL
620,"REQ-00-000-000-0426","1.3.3.B","1.3.3.B.3",NULL
621,"REQ-00-000-000-0426","1.3.3.C","1.3.3.C.1",NULL
622,"REQ-00-000-000-0426","1.3.3.D",NULL,"English"
623,"REQ-00-000-000-0427","1.3.1.A","1.3.1.A.3",NULL
624,"REQ-00-000-000-0427","1.3.1.B","1.3.1.B.4",NULL
625,"REQ-00-000-000-0427","1.3.1.C","1.3.1.C.1",NULL
626,"REQ-00-000-000-0427","1.3.1.D",NULL,"English"
627,"REQ-00-000-000-0428","3.6.A","3.6.A.2",NULL
628,"REQ-00-000-000-0428","3.6.B","3.6.B.1",NULL
629,"REQ-00-000-000-0428","3.6.C","3.6.C.2",NULL
630,"REQ-00-000-000-0428","3.6.D",NULL,"2000"
631,"REQ-00-000-000-0428","3.6.E","3.6.E.1",NULL
632,"REQ-00-000-000-0428","3.6.F","3.6.F.1",NULL
633,"REQ-00-000-000-0428","3.6.G",NULL,"2"
634,"REQ-00-000-000-0428","3.6.H","3.6.H.1",NULL
635,"REQ-00-000-000-0428","3.6.H","3.6.H.2",NULL
636,"REQ-00-000-000-0428","3.6.H","3.6.H.3",NULL
637,"REQ-00-000-000-0428","3.6.I","3.6.I.1",NULL
638,"REQ-00-000-000-0428","3.6.J","3.6.J.1","18"
639,"REQ-00-000-000-0428","3.6.J","3.6.J.2","35"
640,"REQ-00-000-000-0428","3.6.K","3.6.K.2",NULL
641,"REQ-00-000-000-0429","6.1.A",NULL,"Charlotte, NC"
642,"REQ-00-000-000-0429","6.1.B","6.1.B.1","2026-06-25T14:00:00Z"
643,"REQ-00-000-000-0430","6.1.A",NULL,"Charlotte, NC"
644,"REQ-00-000-000-0430","6.1.B","6.1.B.1","2026-06-25T14:00:00Z"
645,"REQ-00-000-000-0431","6.1.A",NULL,"Charlotte, NC"
646,"REQ-00-000-000-0431","6.1.B","6.1.B.1","2026-06-25T10:00:00Z"
647,"REQ-00-000-000-0432","6.1.A",NULL,"Charlotte, NC"
648,"REQ-00-000-000-0432","6.1.B","6.1.B.1","2026-06-25T14:00:00Z"
649,"REQ-00-000-000-0434","6.1.A",NULL,"Charlotte, NC"
650,"REQ-00-000-000-0434","6.1.B","6.1.B.1","2026-06-30T09:30:00"
651,"REQ-00-000-000-0435","5.2.D","5.2.D.1",NULL
652,"REQ-00-000-000-0435","5.2.E",NULL,"true"
653,"REQ-00-000-000-0435","5.2.C","5.2.C.6",NULL
654,"REQ-00-000-000-0435","5.2.B","5.2.B.2",NULL
655,"REQ-00-000-000-0435","5.2.A","5.2.A.2",NULL
658,"REQ-00-000-000-0436","2.1.C","2.1.C.5",NULL
659,"REQ-00-000-000-0438","1.3.5.A","1.3.5.A.5",NULL
660,"REQ-00-000-000-0439","1.3.2.A","1.3.2.A.5",NULL
661,"REQ-00-000-000-0440","1.3.2.A","1.3.2.A.5",NULL
662,"REQ-00-000-000-0441","1.3.2.A","1.3.2.A.5",NULL
663,"REQ-00-000-000-0442","6.1.A",NULL,"Charlotte, NC"
664,"REQ-00-000-000-0442","6.1.B","6.1.B.1","2026-07-02T11:00:00"
665,"REQ-00-000-000-0443","6.1.A",NULL,"Charlotte, NC"
666,"REQ-00-000-000-0443","6.1.B","6.1.B.1","2026-07-02T11:00:00"
667,"REQ-00-000-000-0444","3.3.2.A","3.3.2.A.1",NULL
668,"REQ-00-000-000-0445","4.6.A","4.6.A.5",NULL
669,"REQ-00-000-000-0445","4.6.A","4.6.A.6",NULL
670,"REQ-00-000-000-0447","4.2.A","4.2.A.4",NULL
671,"REQ-00-000-000-0448","2.1.A","2.1.A.2",NULL
672,"REQ-00-000-000-0448","2.1.B","2.1.B.2",NULL
673,"REQ-00-000-000-0448","2.1.C","2.1.C.4",NULL
674,"REQ-00-000-000-0448","2.1.E",NULL,"20"
675,"REQ-00-000-000-0450","2.4.A","2.4.A.1",NULL
676,"REQ-00-000-000-0450","2.4.B","2.4.B.4",NULL
677,"REQ-00-000-000-0450","2.4.C","2.4.C.1",NULL
678,"REQ-00-000-000-0450","2.4.D","2.4.D.3",NULL
679,"REQ-00-000-000-0451","2.1.A","2.1.A.1",NULL
680,"REQ-00-000-000-0457","3.5.C","3.5.C.1","3"
681,"REQ-00-000-000-0457","3.5.C","3.5.C.2","4.96"
682,"REQ-00-000-000-0457","3.5.D","3.5.D.2",NULL
683,"REQ-00-000-000-0457","3.5.E","3.5.E.3",NULL
684,"REQ-00-000-000-0457","3.5.F",NULL,"3"
685,"REQ-00-000-000-0457","3.5.G",NULL,"0"
686,"REQ-00-000-000-0457","3.5.H","3.5.H.1",NULL
687,"REQ-00-000-000-0457","3.5.A","3.5.A.2",NULL
688,"REQ-00-000-000-0457","3.5.B","3.5.B.5",NULL
689,"REQ-00-000-000-0460","4.3.5.A","4.3.5.A.1",NULL
690,"REQ-00-000-000-0460","4.3.5.A","4.3.5.A.4",NULL
691,"REQ-00-000-000-0460","4.3.5.A","4.3.5.A.5",NULL
692,"REQ-00-000-000-0460","4.3.5.A","4.3.5.A.2",NULL
693,"REQ-00-000-000-0460","4.3.5.B","4.3.5.B.4",NULL
694,"REQ-00-000-000-0467","1.1.A","1.1.A.3",NULL
695,"REQ-00-000-000-0467","1.1.B","1.1.B.2",NULL
696,"REQ-00-000-000-0467","1.1.C",NULL,"4"
