user_availability_id,user_id,day_of_week,start_time,end_time,last_update_date
2387,U02346,SUNDAY,2024-06-14 14:13:36,2024-06-14 18:13:36,2024-06-14 18:13:36
2388,U02346,TUESDAY,2024-06-17 12:16:24,2024-06-17 18:16:24,2024-06-17 18:16:24
2389,U04646,SUNDAY,2024-09-28 22:22:38,2024-09-29 03:22:38,2024-09-29 03:22:38
2390,U02303,WEDNESDAY,2024-10-01 16:10:24,2024-10-01 19:10:24,2024-10-01 19:10:24
2391,U02799,THURSDAY,2025-09-08 00:37:03,2025-09-08 02:37:03,2025-09-08 02:37:03
2392,U02799,FRIDAY,2024-09-18 18:43:55,2024-09-18 19:43:55,2024-09-18 19:43:55
2393,U02799,WEDNESDAY,2024-12-10 17:55:36,2024-12-10 20:55:36,2024-12-10 20:55:36
2394,U04662,SATURDAY,2025-12-05 13:07:33,2025-12-05 18:07:33,2025-12-05 18:07:33
2395,U04662,THURSDAY,2024-04-28 07:42:06,2024-04-28 15:42:06,2024-04-28 15:42:06
2396,U04662,MONDAY,2025-08-05 04:56:08,2025-08-05 06:56:08,2025-08-05 06:56:08
2397,U04662,WEDNESDAY,2024-10-14 07:34:16,2024-10-14 11:34:16,2024-10-14 11:34:16
2398,U03756,SUNDAY,2025-07-09 11:10:31,2025-07-09 17:10:31,2025-07-09 17:10:31
2399,U03756,FRIDAY,2025-07-27 02:21:32,2025-07-27 09:21:32,2025-07-27 09:21:32
2400,U03756,MONDAY,2026-02-16 07:38:42,2026-02-16 08:38:42,2026-02-16 08:38:42
2401,U03756,SATURDAY,2025-07-12 18:02:31,2025-07-12 20:02:31,2025-07-12 20:02:31
2402,U02453,THURSDAY,2025-09-20 09:20:54,2025-09-20 15:20:54,2025-09-20 15:20:54
2403,U02453,SATURDAY,2024-10-22 07:58:37,2024-10-22 14:58:37,2024-10-22 14:58:37
2404,U02453,TUESDAY,2025-10-27 21:07:05,2025-10-27 23:07:05,2025-10-27 23:07:05
2405,U00669,THURSDAY,2024-03-16 18:42:56,2024-03-16 22:42:56,2024-03-16 22:42:56
2406,U03433,TUESDAY,2024-09-26 10:43:28,2024-09-26 18:43:28,2024-09-26 18:43:28
2407,U03433,MONDAY,2024-04-15 17:27:09,2024-04-16 00:27:09,2024-04-16 00:27:09
2408,U03433,FRIDAY,2024-03-18 23:30:33,2024-03-19 03:30:33,2024-03-19 03:30:33
2409,U01034,MONDAY,2024-07-17 22:52:06,2024-07-18 02:52:06,2024-07-18 02:52:06
2410,U01034,SATURDAY,2025-07-28 10:03:35,2025-07-28 14:03:35,2025-07-28 14:03:35
2411,U01034,TUESDAY,2025-09-11 14:27:35,2025-09-11 15:27:35,2025-09-11 15:27:35
2412,U03297,MONDAY,2025-04-21 13:44:03,2025-04-21 17:44:03,2025-04-21 17:44:03
2413,U03297,WEDNESDAY,2025-12-03 15:01:26,2025-12-03 20:01:26,2025-12-03 20:01:26
2414,U03939,FRIDAY,2025-04-26 04:15:16,2025-04-26 09:15:16,2025-04-26 09:15:16
2415,U03939,TUESDAY,2025-01-03 08:16:06,2025-01-03 12:16:06,2025-01-03 12:16:06
2416,U03939,SATURDAY,2024-06-26 04:50:57,2024-06-26 07:50:57,2024-06-26 07:50:57
2417,U01025,SATURDAY,2025-11-25 06:41:41,2025-11-25 08:41:41,2025-11-25 08:41:41
2418,U01025,TUESDAY,2026-03-08 00:38:44,2026-03-08 02:38:44,2026-03-08 02:38:44
2419,U02259,THURSDAY,2026-01-31 09:15:41,2026-01-31 14:15:41,2026-01-31 14:15:41
2420,U02259,SUNDAY,2025-09-13 12:27:52,2025-09-13 16:27:52,2025-09-13 16:27:52
2421,U01013,TUESDAY,2024-11-30 14:25:22,2024-11-30 15:25:22,2024-11-30 15:25:22
2422,U01013,MONDAY,2025-12-25 03:52:42,2025-12-25 10:52:42,2025-12-25 10:52:42
2423,U02416,WEDNESDAY,2025-10-25 18:39:12,2025-10-25 23:39:12,2025-10-25 23:39:12
2424,U02416,MONDAY,2026-01-27 04:53:49,2026-01-27 10:53:49,2026-01-27 10:53:49
2425,U02416,FRIDAY,2025-10-27 00:56:40,2025-10-27 05:56:40,2025-10-27 05:56:40
2426,U02416,THURSDAY,2025-02-19 20:25:59,2025-02-20 00:25:59,2025-02-20 00:25:59
2427,U01442,SATURDAY,2024-05-02 13:32:52,2024-05-02 20:32:52,2024-05-02 20:32:52
2428,U01442,TUESDAY,2025-05-14 05:33:56,2025-05-14 06:33:56,2025-05-14 06:33:56
2429,U01442,FRIDAY,2024-10-15 11:10:54,2024-10-15 17:10:54,2024-10-15 17:10:54
2430,U01442,MONDAY,2024-10-13 20:01:34,2024-10-14 02:01:34,2024-10-14 02:01:34
2431,U03740,FRIDAY,2024-05-08 22:37:43,2024-05-08 23:37:43,2024-05-08 23:37:43
2432,U03740,MONDAY,2024-03-14 10:05:47,2024-03-14 15:05:47,2024-03-14 15:05:47
2433,U03740,SATURDAY,2024-10-21 22:33:12,2024-10-22 00:33:12,2024-10-22 00:33:12
2434,U01338,FRIDAY,2024-10-26 06:48:25,2024-10-26 11:48:25,2024-10-26 11:48:25
2435,U01338,SUNDAY,2026-01-17 19:30:53,2026-01-17 22:30:53,2026-01-17 22:30:53
2436,U01079,SATURDAY,2024-04-17 23:54:14,2024-04-18 06:54:14,2024-04-18 06:54:14
2437,U01079,WEDNESDAY,2025-04-15 23:08:35,2025-04-16 05:08:35,2025-04-16 05:08:35
2438,U01079,TUESDAY,2024-10-04 17:45:28,2024-10-04 23:45:28,2024-10-04 23:45:28
2439,U04866,FRIDAY,2025-02-17 20:48:13,2025-02-17 22:48:13,2025-02-17 22:48:13
2440,U04383,THURSDAY,2026-01-31 13:02:05,2026-01-31 14:02:05,2026-01-31 14:02:05
2441,U04383,TUESDAY,2025-05-12 13:25:10,2025-05-12 16:25:10,2025-05-12 16:25:10
2442,U04383,SATURDAY,2025-02-26 21:13:32,2025-02-27 04:13:32,2025-02-27 04:13:32
2443,U04383,SUNDAY,2025-11-26 10:07:04,2025-11-26 14:07:04,2025-11-26 14:07:04
2444,U03190,FRIDAY,2025-03-11 04:40:44,2025-03-11 09:40:44,2025-03-11 09:40:44
2445,U03190,MONDAY,2025-07-28 19:41:27,2025-07-28 22:41:27,2025-07-28 22:41:27
2446,U03190,SUNDAY,2024-10-12 04:25:51,2024-10-12 07:25:51,2024-10-12 07:25:51
2447,U00653,TUESDAY,2026-02-28 06:01:38,2026-02-28 09:01:38,2026-02-28 09:01:38
2448,U00653,SATURDAY,2024-06-12 06:45:12,2024-06-12 13:45:12,2024-06-12 13:45:12
2449,U00448,SATURDAY,2025-12-14 19:06:49,2025-12-15 02:06:49,2025-12-15 02:06:49
2450,U00448,WEDNESDAY,2024-03-12 17:55:40,2024-03-12 23:55:40,2024-03-12 23:55:40
2451,U00448,FRIDAY,2024-09-13 15:11:09,2024-09-13 19:11:09,2024-09-13 19:11:09
2452,U00448,SUNDAY,2024-02-03 11:43:32,2024-02-03 18:43:32,2024-02-03 18:43:32
2453,U03458,TUESDAY,2024-08-27 14:24:56,2024-08-27 17:24:56,2024-08-27 17:24:56
2454,U00017,THURSDAY,2024-09-19 03:41:50,2024-09-19 04:41:50,2024-09-19 04:41:50
2455,U01911,FRIDAY,2024-08-01 13:04:31,2024-08-01 16:04:31,2024-08-01 16:04:31
2456,U01911,MONDAY,2025-11-16 06:40:33,2025-11-16 08:40:33,2025-11-16 08:40:33
2457,U01911,THURSDAY,2025-07-08 10:01:06,2025-07-08 15:01:06,2025-07-08 15:01:06
2458,U00789,SATURDAY,2025-07-22 23:28:07,2025-07-23 02:28:07,2025-07-23 02:28:07
2459,U00789,THURSDAY,2026-03-22 08:55:49,2026-03-22 13:55:49,2026-03-22 13:55:49
2460,U00789,SUNDAY,2024-02-19 07:28:53,2024-02-19 10:28:53,2024-02-19 10:28:53
2461,U00789,WEDNESDAY,2024-02-29 06:29:17,2024-02-29 13:29:17,2024-02-29 13:29:17
2462,U02612,TUESDAY,2025-08-30 14:30:38,2025-08-30 17:30:38,2025-08-30 17:30:38
2463,U02526,FRIDAY,2024-05-01 04:57:54,2024-05-01 07:57:54,2024-05-01 07:57:54
2464,U02526,THURSDAY,2025-12-20 12:01:29,2025-12-20 17:01:29,2025-12-20 17:01:29
2465,U02526,WEDNESDAY,2024-05-30 15:19:56,2024-05-30 19:19:56,2024-05-30 19:19:56
2466,U02520,TUESDAY,2025-07-27 21:57:52,2025-07-27 23:57:52,2025-07-27 23:57:52
2467,U02520,MONDAY,2026-02-06 14:34:46,2026-02-06 22:34:46,2026-02-06 22:34:46
2468,U02520,FRIDAY,2024-03-11 20:04:58,2024-03-12 00:04:58,2024-03-12 00:04:58
2469,U02520,THURSDAY,2024-01-08 10:10:30,2024-01-08 18:10:30,2024-01-08 18:10:30
2470,U02402,SATURDAY,2025-02-24 19:56:46,2025-02-25 00:56:46,2025-02-25 00:56:46
2471,U02402,FRIDAY,2026-01-23 20:32:01,2026-01-24 00:32:01,2026-01-24 00:32:01
2472,U01596,MONDAY,2024-05-23 01:30:38,2024-05-23 03:30:38,2024-05-23 03:30:38
2473,U01596,FRIDAY,2025-04-15 12:46:30,2025-04-15 19:46:30,2025-04-15 19:46:30
2474,U04615,THURSDAY,2025-02-02 01:15:54,2025-02-02 09:15:54,2025-02-02 09:15:54
2475,U04615,WEDNESDAY,2026-03-27 00:06:10,2026-03-27 06:06:10,2026-03-27 06:06:10
2476,U04615,MONDAY,2025-11-28 23:29:23,2025-11-29 05:29:23,2025-11-29 05:29:23
2477,U01816,WEDNESDAY,2025-07-24 19:16:43,2025-07-24 22:16:43,2025-07-24 22:16:43
2478,U02820,WEDNESDAY,2024-05-29 05:50:53,2024-05-29 12:50:53,2024-05-29 12:50:53
2479,U02820,THURSDAY,2026-03-28 23:49:38,2026-03-29 06:49:38,2026-03-29 06:49:38
2480,U02820,SUNDAY,2025-04-19 21:05:02,2025-04-20 00:05:02,2025-04-20 00:05:02
2481,U01182,FRIDAY,2025-01-16 09:41:21,2025-01-16 12:41:21,2025-01-16 12:41:21
2482,U01182,TUESDAY,2026-04-01 19:03:18,2026-04-01 22:03:18,2026-04-01 22:03:18
2483,U01182,SUNDAY,2026-03-11 20:54:21,2026-03-12 04:54:21,2026-03-12 04:54:21
2484,U01182,THURSDAY,2024-01-31 19:02:43,2024-01-31 23:02:43,2024-01-31 23:02:43
2485,U04439,FRIDAY,2024-02-25 19:37:27,2024-02-26 00:37:27,2024-02-26 00:37:27
2486,U04954,TUESDAY,2024-12-21 02:38:43,2024-12-21 06:38:43,2024-12-21 06:38:43
2487,U04807,MONDAY,2024-09-04 15:21:55,2024-09-04 21:21:55,2024-09-04 21:21:55
2488,U04807,SUNDAY,2024-04-13 14:50:36,2024-04-13 15:50:36,2024-04-13 15:50:36
2489,U02577,SUNDAY,2024-06-29 10:13:14,2024-06-29 11:13:14,2024-06-29 11:13:14
2490,U02577,WEDNESDAY,2024-11-19 04:54:27,2024-11-19 05:54:27,2024-11-19 05:54:27
2491,U02577,MONDAY,2024-05-07 00:34:04,2024-05-07 01:34:04,2024-05-07 01:34:04
2492,U01948,SATURDAY,2025-04-20 00:14:23,2025-04-20 06:14:23,2025-04-20 06:14:23
2493,U01948,WEDNESDAY,2024-01-18 01:27:00,2024-01-18 03:27:00,2024-01-18 03:27:00
2494,U04718,MONDAY,2024-06-27 06:51:40,2024-06-27 08:51:40,2024-06-27 08:51:40
2495,U04718,FRIDAY,2025-06-24 12:52:33,2025-06-24 15:52:33,2025-06-24 15:52:33
2496,U00602,WEDNESDAY,2026-03-13 09:13:29,2026-03-13 17:13:29,2026-03-13 17:13:29
2497,U00602,SATURDAY,2024-12-06 17:27:13,2024-12-06 20:27:13,2024-12-06 20:27:13
2498,U00057,THURSDAY,2024-07-02 10:25:00,2024-07-02 12:25:00,2024-07-02 12:25:00
2499,U00057,SUNDAY,2025-10-05 05:15:37,2025-10-05 08:15:37,2025-10-05 08:15:37
2500,U00057,FRIDAY,2025-01-13 14:33:25,2025-01-13 18:33:25,2025-01-13 18:33:25
2501,U04207,WEDNESDAY,2026-02-04 06:36:37,2026-02-04 12:36:37,2026-02-04 12:36:37
2502,U04207,SUNDAY,2025-05-17 07:01:08,2025-05-17 11:01:08,2025-05-17 11:01:08
2503,U01530,TUESDAY,2025-08-07 06:20:17,2025-08-07 10:20:17,2025-08-07 10:20:17
2504,U01530,THURSDAY,2025-03-30 07:38:19,2025-03-30 09:38:19,2025-03-30 09:38:19
2505,U01530,WEDNESDAY,2025-02-18 04:51:16,2025-02-18 08:51:16,2025-02-18 08:51:16
2506,U01530,MONDAY,2026-03-18 23:02:14,2026-03-19 05:02:14,2026-03-19 05:02:14
2507,U03567,THURSDAY,2025-04-19 00:11:55,2025-04-19 02:11:55,2025-04-19 02:11:55
2508,U03567,FRIDAY,2024-12-25 08:12:39,2024-12-25 11:12:39,2024-12-25 11:12:39
2509,U04441,SUNDAY,2025-11-27 18:51:50,2025-11-28 01:51:50,2025-11-28 01:51:50
2510,U04441,SATURDAY,2025-09-12 20:00:21,2025-09-13 00:00:21,2025-09-13 00:00:21
2511,U00135,SUNDAY,2024-12-10 15:34:05,2024-12-10 22:34:05,2024-12-10 22:34:05
2512,U00135,MONDAY,2024-06-07 20:31:26,2024-06-08 04:31:26,2024-06-08 04:31:26
2513,U00135,SATURDAY,2025-09-20 08:59:42,2025-09-20 13:59:42,2025-09-20 13:59:42
2514,U00686,MONDAY,2025-08-02 16:12:34,2025-08-02 17:12:34,2025-08-02 17:12:34
2515,U00686,TUESDAY,2025-10-13 05:21:16,2025-10-13 13:21:16,2025-10-13 13:21:16
2516,U03494,MONDAY,2026-03-20 18:26:19,2026-03-20 19:26:19,2026-03-20 19:26:19
2517,U03494,SATURDAY,2026-01-03 12:58:06,2026-01-03 18:58:06,2026-01-03 18:58:06
2518,U03494,SUNDAY,2024-07-06 08:36:55,2024-07-06 10:36:55,2024-07-06 10:36:55
2519,U03494,WEDNESDAY,2024-03-23 10:21:35,2024-03-23 11:21:35,2024-03-23 11:21:35
2520,U01895,SATURDAY,2025-09-12 03:00:20,2025-09-12 11:00:20,2025-09-12 11:00:20
2521,U01895,THURSDAY,2025-11-22 16:12:56,2025-11-22 17:12:56,2025-11-22 17:12:56
2522,U01895,FRIDAY,2025-10-08 02:13:29,2025-10-08 04:13:29,2025-10-08 04:13:29
2523,U01895,SUNDAY,2025-08-15 02:19:05,2025-08-15 07:19:05,2025-08-15 07:19:05
2524,U00622,SUNDAY,2026-03-12 17:41:22,2026-03-12 20:41:22,2026-03-12 20:41:22
2525,U01125,MONDAY,2025-09-09 23:13:21,2025-09-10 04:13:21,2025-09-10 04:13:21
2526,U02504,WEDNESDAY,2025-11-03 17:45:49,2025-11-04 00:45:49,2025-11-04 00:45:49
2527,U02504,SATURDAY,2024-09-24 05:39:42,2024-09-24 10:39:42,2024-09-24 10:39:42
2528,U02504,FRIDAY,2024-09-12 21:13:11,2024-09-13 02:13:11,2024-09-13 02:13:11
2529,U02504,THURSDAY,2024-02-06 13:52:42,2024-02-06 19:52:42,2024-02-06 19:52:42
2530,U04842,FRIDAY,2026-02-23 00:16:41,2026-02-23 07:16:41,2026-02-23 07:16:41
2531,U04842,MONDAY,2026-01-19 19:29:11,2026-01-20 03:29:11,2026-01-20 03:29:11
2532,U03660,SUNDAY,2025-02-10 14:35:11,2025-02-10 20:35:11,2025-02-10 20:35:11
2533,U02540,SATURDAY,2025-05-09 19:15:47,2025-05-09 20:15:47,2025-05-09 20:15:47
2534,U02540,FRIDAY,2025-04-26 00:26:39,2025-04-26 07:26:39,2025-04-26 07:26:39
2535,U02540,WEDNESDAY,2025-05-11 11:29:53,2025-05-11 12:29:53,2025-05-11 12:29:53
2536,U02540,MONDAY,2025-03-26 04:29:16,2025-03-26 07:29:16,2025-03-26 07:29:16
2537,U03601,FRIDAY,2025-05-02 18:19:04,2025-05-03 01:19:04,2025-05-03 01:19:04
2538,U03601,MONDAY,2025-09-22 00:39:07,2025-09-22 06:39:07,2025-09-22 06:39:07
2539,U03601,SUNDAY,2024-12-10 02:18:30,2024-12-10 10:18:30,2024-12-10 10:18:30
2540,U01881,FRIDAY,2025-01-13 22:41:01,2025-01-14 01:41:01,2025-01-14 01:41:01
2541,U01881,WEDNESDAY,2024-05-02 13:16:42,2024-05-02 15:16:42,2024-05-02 15:16:42
2542,U01881,TUESDAY,2024-04-16 02:53:12,2024-04-16 06:53:12,2024-04-16 06:53:12
2543,U01881,SATURDAY,2024-05-18 17:59:38,2024-05-18 20:59:38,2024-05-18 20:59:38
2544,U00586,WEDNESDAY,2024-09-26 00:24:48,2024-09-26 02:24:48,2024-09-26 02:24:48
2545,U00586,SUNDAY,2025-03-18 22:40:45,2025-03-19 05:40:45,2025-03-19 05:40:45
2546,U01332,SATURDAY,2026-04-11 23:24:54,2026-04-12 06:24:54,2026-04-12 06:24:54
2547,U01332,TUESDAY,2024-07-28 18:52:30,2024-07-28 20:52:30,2024-07-28 20:52:30
2548,U01332,WEDNESDAY,2024-04-09 07:42:20,2024-04-09 09:42:20,2024-04-09 09:42:20
2549,U00660,TUESDAY,2025-05-07 02:14:50,2025-05-07 08:14:50,2025-05-07 08:14:50
2550,U00660,WEDNESDAY,2026-01-17 02:54:27,2026-01-17 10:54:27,2026-01-17 10:54:27
2551,U00660,THURSDAY,2026-03-03 18:39:00,2026-03-03 21:39:00,2026-03-03 21:39:00
2552,U03871,MONDAY,2025-04-01 12:18:02,2025-04-01 20:18:02,2025-04-01 20:18:02
2553,U04078,WEDNESDAY,2025-07-14 11:44:32,2025-07-14 13:44:32,2025-07-14 13:44:32
2554,U01683,MONDAY,2024-07-05 23:52:42,2024-07-06 07:52:42,2024-07-06 07:52:42
2555,U04939,SATURDAY,2024-06-17 03:58:57,2024-06-17 09:58:57,2024-06-17 09:58:57
2556,U04656,SUNDAY,2024-10-07 12:19:27,2024-10-07 14:19:27,2024-10-07 14:19:27
2557,U04656,FRIDAY,2025-03-07 19:59:04,2025-03-08 02:59:04,2025-03-08 02:59:04
2558,U04656,SATURDAY,2024-11-16 15:02:06,2024-11-16 20:02:06,2024-11-16 20:02:06
2559,U04656,TUESDAY,2024-04-27 16:04:33,2024-04-27 18:04:33,2024-04-27 18:04:33
2560,U04429,MONDAY,2024-08-30 07:40:37,2024-08-30 15:40:37,2024-08-30 15:40:37
2561,U04429,SATURDAY,2025-11-27 01:45:29,2025-11-27 02:45:29,2025-11-27 02:45:29
2562,U04429,FRIDAY,2024-03-08 14:30:00,2024-03-08 18:30:00,2024-03-08 18:30:00
2563,U03573,MONDAY,2026-01-15 23:43:14,2026-01-16 07:43:14,2026-01-16 07:43:14
2564,U03573,FRIDAY,2025-08-28 23:41:10,2025-08-29 04:41:10,2025-08-29 04:41:10
2565,U03573,THURSDAY,2026-03-10 05:31:28,2026-03-10 09:31:28,2026-03-10 09:31:28
2566,U03573,SUNDAY,2024-07-04 07:30:17,2024-07-04 10:30:17,2024-07-04 10:30:17
2567,U03992,MONDAY,2026-02-28 15:59:59,2026-02-28 19:59:59,2026-02-28 19:59:59
2568,U03992,WEDNESDAY,2025-09-24 13:13:41,2025-09-24 14:13:41,2025-09-24 14:13:41
2569,U02863,THURSDAY,2024-08-11 04:17:41,2024-08-11 09:17:41,2024-08-11 09:17:41
2570,U02863,SUNDAY,2025-01-27 05:39:04,2025-01-27 12:39:04,2025-01-27 12:39:04
2571,U02863,TUESDAY,2025-09-11 10:36:22,2025-09-11 17:36:22,2025-09-11 17:36:22
2572,U02751,THURSDAY,2025-03-19 05:22:59,2025-03-19 13:22:59,2025-03-19 13:22:59
2573,U02751,TUESDAY,2024-07-31 20:40:07,2024-07-31 22:40:07,2024-07-31 22:40:07
2574,U02751,SUNDAY,2025-03-31 12:12:28,2025-03-31 16:12:28,2025-03-31 16:12:28
2575,U02937,MONDAY,2025-07-31 06:45:20,2025-07-31 09:45:20,2025-07-31 09:45:20
2576,U02937,SUNDAY,2024-03-27 14:29:30,2024-03-27 22:29:30,2024-03-27 22:29:30
2577,U02937,WEDNESDAY,2026-02-13 03:58:08,2026-02-13 09:58:08,2026-02-13 09:58:08
2578,U02937,TUESDAY,2024-10-22 14:24:32,2024-10-22 15:24:32,2024-10-22 15:24:32
2579,U03365,SATURDAY,2025-11-12 07:39:40,2025-11-12 09:39:40,2025-11-12 09:39:40
2580,U03365,MONDAY,2024-01-21 07:02:01,2024-01-21 09:02:01,2024-01-21 09:02:01
2581,U03365,SUNDAY,2024-01-04 09:33:19,2024-01-04 10:33:19,2024-01-04 10:33:19
2582,U04412,SUNDAY,2024-10-26 14:59:49,2024-10-26 16:59:49,2024-10-26 16:59:49
2583,U04412,FRIDAY,2024-10-13 00:22:34,2024-10-13 03:22:34,2024-10-13 03:22:34
2584,U01005,FRIDAY,2025-12-14 02:42:21,2025-12-14 03:42:21,2025-12-14 03:42:21
2585,U01005,MONDAY,2026-04-10 14:30:23,2026-04-10 19:30:23,2026-04-10 19:30:23
2586,U01005,THURSDAY,2024-04-26 17:40:24,2024-04-27 00:40:24,2024-04-27 00:40:24
2587,U02694,WEDNESDAY,2024-01-27 19:24:37,2024-01-27 20:24:37,2024-01-27 20:24:37
2588,U02694,SATURDAY,2024-07-31 11:45:41,2024-07-31 18:45:41,2024-07-31 18:45:41
2589,U03873,FRIDAY,2024-01-07 20:33:20,2024-01-08 01:33:20,2024-01-08 01:33:20
2590,U03873,SUNDAY,2025-03-29 23:01:36,2025-03-30 01:01:36,2025-03-30 01:01:36
2591,U03873,MONDAY,2024-06-01 18:00:38,2024-06-01 20:00:38,2024-06-01 20:00:38
2592,U03873,TUESDAY,2025-12-23 02:54:58,2025-12-23 03:54:58,2025-12-23 03:54:58
2593,U03856,THURSDAY,2024-01-03 00:26:23,2024-01-03 02:26:23,2024-01-03 02:26:23
2594,U03856,SATURDAY,2024-05-25 03:54:35,2024-05-25 04:54:35,2024-05-25 04:54:35
2595,U03856,MONDAY,2024-02-08 00:49:56,2024-02-08 03:49:56,2024-02-08 03:49:56
2596,U03856,TUESDAY,2025-05-22 21:50:23,2025-05-23 01:50:23,2025-05-23 01:50:23
2597,U01339,WEDNESDAY,2026-02-14 15:59:00,2026-02-14 16:59:00,2026-02-14 16:59:00
2598,U01277,SATURDAY,2025-01-14 08:10:30,2025-01-14 13:10:30,2025-01-14 13:10:30
2599,U04528,MONDAY,2024-01-10 05:52:00,2024-01-10 10:52:00,2024-01-10 10:52:00
2600,U03137,TUESDAY,2025-06-12 19:14:30,2025-06-13 02:14:30,2025-06-13 02:14:30
2601,U03137,SATURDAY,2025-10-24 14:33:06,2025-10-24 21:33:06,2025-10-24 21:33:06
2602,U03647,SATURDAY,2024-01-18 05:31:07,2024-01-18 09:31:07,2024-01-18 09:31:07
2603,U03647,TUESDAY,2025-03-08 10:08:35,2025-03-08 13:08:35,2025-03-08 13:08:35
2604,U03647,THURSDAY,2025-10-16 13:47:19,2025-10-16 16:47:19,2025-10-16 16:47:19
2605,U03647,MONDAY,2025-08-18 10:09:33,2025-08-18 17:09:33,2025-08-18 17:09:33
2606,U04516,FRIDAY,2025-05-14 09:13:51,2025-05-14 15:13:51,2025-05-14 15:13:51
2607,U04516,SUNDAY,2025-02-21 07:39:58,2025-02-21 08:39:58,2025-02-21 08:39:58
2608,U04675,WEDNESDAY,2025-01-31 21:27:15,2025-02-01 05:27:15,2025-02-01 05:27:15
2609,U04675,THURSDAY,2025-04-05 02:50:06,2025-04-05 04:50:06,2025-04-05 04:50:06
2610,U04675,FRIDAY,2025-04-12 02:41:51,2025-04-12 05:41:51,2025-04-12 05:41:51
2611,U04241,WEDNESDAY,2025-05-13 20:59:15,2025-05-14 01:59:15,2025-05-14 01:59:15
2612,U04241,THURSDAY,2025-02-08 06:17:59,2025-02-08 08:17:59,2025-02-08 08:17:59
2613,U04241,FRIDAY,2025-10-04 15:24:54,2025-10-04 18:24:54,2025-10-04 18:24:54
2614,U04241,MONDAY,2025-01-02 21:37:47,2025-01-02 23:37:47,2025-01-02 23:37:47
2615,U00242,TUESDAY,2024-06-23 16:42:13,2024-06-23 21:42:13,2024-06-23 21:42:13
2616,U00242,FRIDAY,2026-01-03 04:21:35,2026-01-03 11:21:35,2026-01-03 11:21:35
2617,U00242,MONDAY,2025-12-22 09:12:45,2025-12-22 16:12:45,2025-12-22 16:12:45
2618,U00242,SUNDAY,2024-06-08 14:01:09,2024-06-08 22:01:09,2024-06-08 22:01:09
2619,U04967,SATURDAY,2026-01-29 05:02:53,2026-01-29 10:02:53,2026-01-29 10:02:53
2620,U04967,WEDNESDAY,2025-06-10 22:37:44,2025-06-11 03:37:44,2025-06-11 03:37:44
2621,U04967,SUNDAY,2024-09-12 17:15:39,2024-09-12 19:15:39,2024-09-12 19:15:39
2622,U02668,FRIDAY,2024-10-24 22:56:46,2024-10-25 01:56:46,2024-10-25 01:56:46
2623,U02668,WEDNESDAY,2025-08-29 11:31:37,2025-08-29 12:31:37,2025-08-29 12:31:37
2624,U02668,TUESDAY,2024-11-30 19:04:24,2024-12-01 00:04:24,2024-12-01 00:04:24
2625,U02668,THURSDAY,2024-12-19 15:50:36,2024-12-19 19:50:36,2024-12-19 19:50:36
2626,U00830,WEDNESDAY,2025-10-13 16:31:41,2025-10-13 17:31:41,2025-10-13 17:31:41
2627,U00830,FRIDAY,2024-06-20 16:30:57,2024-06-20 21:30:57,2024-06-20 21:30:57
2628,U00830,SATURDAY,2025-02-13 22:12:26,2025-02-14 06:12:26,2025-02-14 06:12:26
2629,U00830,MONDAY,2025-11-19 20:02:06,2025-11-20 02:02:06,2025-11-20 02:02:06
2630,U00706,THURSDAY,2025-05-11 14:36:09,2025-05-11 15:36:09,2025-05-11 15:36:09
2631,U04331,MONDAY,2025-01-03 14:29:47,2025-01-03 21:29:47,2025-01-03 21:29:47
2632,U04331,SATURDAY,2025-03-04 01:47:41,2025-03-04 09:47:41,2025-03-04 09:47:41
2633,U04331,FRIDAY,2024-10-05 16:16:48,2024-10-05 18:16:48,2024-10-05 18:16:48
2634,U04862,TUESDAY,2025-12-20 06:15:02,2025-12-20 11:15:02,2025-12-20 11:15:02
2635,U04862,SUNDAY,2025-10-25 13:45:58,2025-10-25 15:45:58,2025-10-25 15:45:58
2636,U04862,WEDNESDAY,2026-01-13 07:13:09,2026-01-13 09:13:09,2026-01-13 09:13:09
2637,U04862,SATURDAY,2025-04-18 16:26:22,2025-04-18 19:26:22,2025-04-18 19:26:22
2638,U03295,TUESDAY,2026-01-22 11:48:18,2026-01-22 18:48:18,2026-01-22 18:48:18
2639,U03295,WEDNESDAY,2025-05-10 17:22:04,2025-05-10 21:22:04,2025-05-10 21:22:04
2640,U03295,FRIDAY,2025-06-09 20:43:07,2025-06-10 03:43:07,2025-06-10 03:43:07
2641,U04024,THURSDAY,2026-01-29 13:44:36,2026-01-29 20:44:36,2026-01-29 20:44:36
2642,U04024,SUNDAY,2025-01-24 04:37:14,2025-01-24 09:37:14,2025-01-24 09:37:14
2643,U04024,WEDNESDAY,2026-03-03 19:59:34,2026-03-03 21:59:34,2026-03-03 21:59:34
2644,U04024,SATURDAY,2024-07-09 17:41:02,2024-07-09 20:41:02,2024-07-09 20:41:02
2645,U01063,FRIDAY,2025-12-12 21:35:49,2025-12-13 03:35:49,2025-12-13 03:35:49
2646,U01063,MONDAY,2025-12-28 12:27:36,2025-12-28 20:27:36,2025-12-28 20:27:36
2647,U01063,THURSDAY,2026-03-05 20:01:11,2026-03-06 04:01:11,2026-03-06 04:01:11
2648,U01063,TUESDAY,2026-01-15 00:07:29,2026-01-15 03:07:29,2026-01-15 03:07:29
