fraud_request_id,user_id,request_datetime,reason
479,U092,2026-02-27 18:54:26,Reported unauthorized access
480,U606,2025-12-27 07:38:18,Identity verification mismatch
481,U079,2025-11-12 05:08:23,Possible account takeover concern
482,U167,2026-03-19 19:19:25,Reported unauthorized access
483,U790,2026-04-10 18:19:59,Reported unauthorized access
484,U095,2026-03-08 02:07:55,Possible account takeover concern
485,U341,2026-01-28 03:46:16,Identity verification mismatch
486,U136,2026-02-14 05:25:34,Identity verification mismatch
487,U013,2026-03-21 09:04:11,Possible account takeover concern
488,U744,2026-01-15 19:56:53,Unrecognized transaction reported
489,U247,2025-12-05 19:56:31,Multiple failed login attempts
490,U517,2025-12-17 19:59:22,Multiple failed login attempts
491,U686,2025-12-05 01:36:29,Abnormal account activity detected
492,U412,2026-02-28 03:09:45,Multiple failed login attempts
493,U028,2025-12-20 22:01:00,Reported unauthorized access
494,U179,2026-01-15 06:20:34,Reported unauthorized access
495,U447,2026-01-20 21:11:01,Reported unauthorized access
496,U262,2026-03-08 03:05:57,Identity verification mismatch
497,U172,2026-03-30 06:50:48,Multiple failed login attempts
498,U752,2025-12-20 08:56:42,Multiple failed login attempts
499,U149,2026-03-11 12:35:58,Duplicate suspicious request flagged
500,U633,2025-11-19 20:55:02,Duplicate suspicious request flagged
501,U738,2026-01-01 23:04:23,Suspicious payment activity detected
502,U319,2026-02-01 20:29:01,Identity verification mismatch
503,U173,2026-03-14 12:59:26,Abnormal account activity detected
504,U102,2026-02-02 18:25:35,Suspicious payment activity detected
505,U611,2025-12-05 23:41:56,Multiple failed login attempts
506,U232,2026-01-13 19:48:00,Unrecognized transaction reported
507,U400,2026-01-10 02:28:11,Multiple failed login attempts
508,U158,2026-01-27 22:19:26,Multiple failed login attempts
509,U607,2026-04-04 09:03:03,Suspicious payment activity detected
510,U459,2026-01-27 21:48:47,Suspicious payment activity detected
511,U150,2026-03-13 16:48:27,Duplicate suspicious request flagged
512,U253,2026-01-31 23:02:50,Abnormal account activity detected
513,U779,2026-03-14 20:51:37,Unrecognized transaction reported
514,U007,2026-02-23 06:18:20,Abnormal account activity detected
515,U512,2026-03-15 16:49:37,Multiple failed login attempts
516,U482,2025-12-11 00:46:46,Suspicious payment activity detected
517,U700,2026-02-15 15:51:45,Identity verification mismatch
518,U413,2025-12-18 16:19:07,Duplicate suspicious request flagged
519,U008,2026-01-19 19:15:14,Duplicate suspicious request flagged
520,U593,2025-12-23 07:38:22,Abnormal account activity detected
521,U279,2026-03-30 02:48:17,Identity verification mismatch
522,U116,2026-02-03 20:33:16,Identity verification mismatch
523,U724,2025-12-20 02:18:32,Duplicate suspicious request flagged
524,U079,2026-02-27 11:06:12,Identity verification mismatch
525,U670,2026-02-28 14:33:59,Duplicate suspicious request flagged
526,U228,2026-01-06 02:33:34,Suspicious payment activity detected
527,U657,2026-03-19 22:41:25,Possible account takeover concern
528,U347,2026-03-03 11:33:36,Duplicate suspicious request flagged
529,U508,2025-12-14 08:15:05,Identity verification mismatch
530,U793,2025-11-05 21:53:53,Reported unauthorized access
531,U117,2026-01-22 21:17:58,Unrecognized transaction reported
532,U525,2025-11-04 15:33:20,Multiple failed login attempts
533,U451,2025-12-02 07:22:08,Duplicate suspicious request flagged
534,U489,2025-12-01 22:37:33,Suspicious payment activity detected
535,U708,2026-04-07 04:23:52,Multiple failed login attempts
536,U628,2026-03-30 19:23:37,Duplicate suspicious request flagged
537,U771,2026-02-26 05:19:52,Unrecognized transaction reported
538,U771,2026-03-09 19:06:11,Suspicious payment activity detected
539,U185,2026-01-31 01:33:03,Duplicate suspicious request flagged
540,U099,2026-04-04 21:03:22,Abnormal account activity detected
541,U048,2025-11-27 03:15:20,Multiple failed login attempts
542,U287,2026-03-20 11:22:42,Abnormal account activity detected
543,U353,2026-04-06 00:39:07,Possible account takeover concern
544,U481,2025-12-01 22:40:31,Possible account takeover concern
545,U400,2026-02-14 07:39:51,Possible account takeover concern
546,U289,2025-12-04 20:04:03,Abnormal account activity detected
547,U430,2025-11-01 07:20:21,Suspicious payment activity detected
548,U492,2026-01-12 22:41:48,Possible account takeover concern
549,U301,2025-10-31 12:07:14,Unrecognized transaction reported
550,U125,2026-03-10 00:28:39,Reported unauthorized access
551,U269,2026-03-14 09:18:22,Abnormal account activity detected
552,U798,2025-11-14 01:57:26,Identity verification mismatch
553,U184,2026-04-11 11:38:04,Reported unauthorized access
554,U773,2025-10-23 21:56:42,Abnormal account activity detected
555,U252,2025-10-24 17:31:31,Unrecognized transaction reported
556,U764,2026-02-10 11:40:26,Possible account takeover concern
557,U411,2026-03-28 01:28:12,Unrecognized transaction reported
558,U688,2025-11-18 12:05:26,Multiple failed login attempts
559,U616,2026-01-04 12:44:18,Abnormal account activity detected
560,U155,2025-11-23 21:08:19,Suspicious payment activity detected
561,U496,2026-01-04 23:09:24,Duplicate suspicious request flagged
562,U769,2025-10-24 12:24:22,Duplicate suspicious request flagged
563,U507,2026-02-14 15:20:59,Identity verification mismatch
564,U720,2026-03-28 14:26:59,Suspicious payment activity detected
565,U728,2025-12-20 03:55:46,Multiple failed login attempts
566,U569,2025-12-29 03:43:15,Identity verification mismatch
567,U375,2026-01-13 07:13:39,Possible account takeover concern
568,U606,2026-03-25 12:48:05,Identity verification mismatch
569,U789,2026-02-27 14:23:46,Identity verification mismatch
570,U326,2026-02-26 13:51:36,Possible account takeover concern
571,U574,2026-01-04 13:38:21,Reported unauthorized access
572,U276,2026-04-03 08:25:56,Unrecognized transaction reported
573,U288,2025-11-24 02:19:04,Unrecognized transaction reported
574,U011,2026-03-15 22:50:26,Unrecognized transaction reported
575,U745,2026-03-06 06:02:58,Reported unauthorized access
576,U768,2026-04-07 13:22:11,Abnormal account activity detected
577,U698,2026-01-31 19:44:44,Abnormal account activity detected
578,U090,2026-03-15 05:02:17,Unrecognized transaction reported
579,U313,2026-01-10 16:32:01,Multiple failed login attempts
580,U321,2026-03-17 02:49:17,Multiple failed login attempts
581,U584,2026-01-23 14:56:22,Identity verification mismatch
582,U392,2025-12-25 22:56:44,Reported unauthorized access
583,U731,2025-11-28 12:07:30,Multiple failed login attempts
584,U289,2026-01-02 08:11:07,Multiple failed login attempts
585,U443,2025-11-20 01:49:11,Unrecognized transaction reported
586,U486,2026-03-18 08:41:05,Unrecognized transaction reported
587,U704,2025-11-01 11:24:04,Possible account takeover concern
588,U004,2026-03-09 03:40:14,Unrecognized transaction reported
589,U298,2025-10-21 19:43:20,Suspicious payment activity detected
590,U618,2026-02-07 09:11:09,Multiple failed login attempts
591,U277,2025-12-18 09:38:01,Unrecognized transaction reported
592,U169,2026-03-25 21:03:28,Multiple failed login attempts
593,U788,2026-01-16 17:17:28,Identity verification mismatch
594,U557,2026-04-08 08:20:15,Suspicious payment activity detected
595,U225,2026-03-10 08:24:14,Duplicate suspicious request flagged
596,U034,2026-03-10 15:52:41,Identity verification mismatch
597,U534,2025-11-16 22:12:08,Unrecognized transaction reported
598,U439,2025-12-04 07:23:26,Possible account takeover concern
599,U455,2026-03-02 11:21:06,Unrecognized transaction reported
600,U443,2026-04-15 14:37:51,Suspicious payment activity detected
601,U079,2025-11-10 23:07:40,Identity verification mismatch
602,U164,2025-12-07 04:11:52,Abnormal account activity detected
603,U740,2025-12-06 02:16:48,Identity verification mismatch
604,U621,2026-01-30 11:03:47,Abnormal account activity detected
605,U054,2026-02-19 19:11:20,Reported unauthorized access
606,U697,2025-11-09 18:28:58,Possible account takeover concern
607,U373,2026-03-20 15:22:12,Multiple failed login attempts
608,U260,2025-10-24 02:21:19,Multiple failed login attempts
609,U603,2025-11-25 10:32:39,Unrecognized transaction reported
610,U484,2026-04-02 15:34:36,Possible account takeover concern
611,U537,2026-03-02 13:33:07,Suspicious payment activity detected
612,U255,2025-11-15 14:46:42,Identity verification mismatch
613,U640,2026-03-21 19:12:09,Unrecognized transaction reported
614,U730,2025-12-29 04:23:28,Duplicate suspicious request flagged
615,U272,2026-03-30 13:07:51,Duplicate suspicious request flagged
616,U277,2025-12-12 05:46:50,Possible account takeover concern
617,U179,2025-12-30 17:16:43,Duplicate suspicious request flagged
618,U026,2026-02-09 13:51:28,Suspicious payment activity detected
619,U269,2026-04-15 01:11:47,Multiple failed login attempts
620,U658,2026-01-27 14:30:05,Identity verification mismatch
621,U790,2026-03-03 10:11:43,Multiple failed login attempts
622,U173,2026-03-25 18:00:29,Reported unauthorized access
623,U774,2026-04-08 13:25:00,Reported unauthorized access
624,U426,2025-12-17 20:20:43,Reported unauthorized access
625,U114,2025-11-23 02:44:14,Unrecognized transaction reported
626,U137,2026-01-21 09:13:12,Duplicate suspicious request flagged
627,U766,2026-02-24 23:32:51,Identity verification mismatch
628,U686,2025-10-30 10:36:24,Identity verification mismatch
629,U085,2026-04-01 21:13:58,Identity verification mismatch
630,U669,2026-01-09 05:44:17,Suspicious payment activity detected
631,U060,2025-12-01 00:31:46,Possible account takeover concern
632,U166,2026-03-17 19:04:36,Abnormal account activity detected
633,U692,2025-11-18 00:24:57,Duplicate suspicious request flagged
634,U603,2026-04-14 01:31:44,Duplicate suspicious request flagged
635,U641,2025-12-20 11:34:40,Multiple failed login attempts
636,U218,2025-11-27 18:13:22,Abnormal account activity detected
637,U516,2026-01-22 07:01:26,Suspicious payment activity detected
638,U135,2026-02-15 15:56:03,Suspicious payment activity detected
639,U780,2025-10-24 20:01:37,Suspicious payment activity detected
640,U129,2025-11-19 00:57:06,Multiple failed login attempts
641,U234,2025-10-31 21:07:08,Reported unauthorized access
642,U782,2025-10-29 19:51:27,Suspicious payment activity detected
643,U022,2026-02-09 21:00:02,Abnormal account activity detected
644,U260,2025-12-12 18:25:42,Abnormal account activity detected
645,U484,2025-10-19 03:05:59,Reported unauthorized access
646,U516,2026-02-20 22:46:17,Abnormal account activity detected
647,U491,2026-03-03 03:34:35,Reported unauthorized access
648,U235,2026-03-12 01:11:55,Identity verification mismatch
649,U107,2026-04-01 16:10:50,Multiple failed login attempts
650,U242,2025-10-31 11:54:24,Unrecognized transaction reported
651,U548,2025-11-18 09:06:25,Reported unauthorized access
652,U769,2025-10-21 20:39:18,Reported unauthorized access
653,U062,2025-12-26 17:01:53,Possible account takeover concern
654,U487,2025-11-05 04:16:57,Reported unauthorized access
655,U630,2025-12-18 12:29:21,Reported unauthorized access
656,U722,2026-01-18 09:22:42,Multiple failed login attempts
657,U433,2025-11-08 07:48:54,Multiple failed login attempts
658,U193,2025-11-04 01:29:48,Abnormal account activity detected
659,U785,2026-03-24 23:10:13,Suspicious payment activity detected
660,U168,2026-04-13 22:22:44,Identity verification mismatch
661,U348,2025-12-26 06:11:38,Abnormal account activity detected
662,U465,2026-01-12 03:10:19,Duplicate suspicious request flagged
663,U612,2026-03-01 05:07:22,Multiple failed login attempts
664,U057,2026-03-19 11:47:18,Abnormal account activity detected
665,U391,2025-12-19 13:17:25,Identity verification mismatch
666,U706,2025-12-02 04:44:00,Suspicious payment activity detected
667,U007,2026-02-13 14:53:37,Duplicate suspicious request flagged
668,U783,2025-11-16 22:15:29,Abnormal account activity detected
669,U220,2026-04-12 13:23:16,Suspicious payment activity detected
670,U117,2026-01-12 14:04:49,Multiple failed login attempts
671,U727,2026-02-23 15:53:07,Possible account takeover concern
672,U676,2025-10-29 16:20:12,Suspicious payment activity detected
673,U332,2025-10-23 13:22:34,Duplicate suspicious request flagged
674,U141,2025-10-25 10:35:17,Unrecognized transaction reported
675,U790,2026-03-17 20:05:48,Abnormal account activity detected
676,U486,2026-02-26 17:40:19,Abnormal account activity detected
677,U424,2026-02-28 09:50:22,Identity verification mismatch
678,U410,2026-02-06 12:42:53,Multiple failed login attempts
679,U510,2025-10-31 21:38:54,Possible account takeover concern
680,U787,2025-12-16 22:59:30,Unrecognized transaction reported
681,U247,2026-01-30 11:42:03,Reported unauthorized access
682,U486,2026-04-08 14:52:57,Suspicious payment activity detected
683,U488,2026-03-10 01:26:09,Suspicious payment activity detected
684,U613,2025-12-14 07:12:43,Abnormal account activity detected
685,U392,2025-11-07 18:02:57,Reported unauthorized access
686,U360,2025-11-21 14:20:58,Duplicate suspicious request flagged
687,U309,2026-02-13 10:19:15,Possible account takeover concern
688,U305,2026-03-06 13:50:29,Possible account takeover concern
689,U285,2026-01-31 22:18:51,Suspicious payment activity detected
690,U743,2025-12-18 12:27:13,Reported unauthorized access
691,U581,2026-02-23 05:06:41,Identity verification mismatch
692,U612,2025-10-18 02:54:38,Identity verification mismatch
693,U140,2025-11-01 18:49:10,Multiple failed login attempts
694,U743,2026-01-20 12:46:14,Suspicious payment activity detected
695,U051,2026-02-27 08:13:21,Identity verification mismatch
696,U667,2026-01-12 02:13:16,Unrecognized transaction reported
697,U317,2026-04-15 14:03:42,Reported unauthorized access
698,U747,2026-04-05 11:52:16,Multiple failed login attempts
699,U590,2026-02-13 06:38:08,Possible account takeover concern
700,U604,2025-12-10 14:22:00,Reported unauthorized access
701,U474,2026-03-26 22:03:43,Multiple failed login attempts
702,U261,2026-04-05 11:46:26,Abnormal account activity detected
703,U364,2026-04-03 19:13:49,Reported unauthorized access
704,U589,2026-03-10 08:38:29,Multiple failed login attempts
705,U218,2026-02-10 05:22:04,Unrecognized transaction reported
706,U648,2025-11-03 21:42:04,Multiple failed login attempts
707,U549,2026-03-31 03:57:43,Reported unauthorized access
708,U100,2026-01-14 01:07:07,Possible account takeover concern
709,U463,2025-11-07 08:06:35,Unrecognized transaction reported
710,U566,2026-01-06 06:34:12,Unrecognized transaction reported
711,U716,2026-01-10 06:15:09,Possible account takeover concern
712,U795,2025-11-25 18:27:39,Multiple failed login attempts
713,U135,2026-03-19 14:21:18,Unrecognized transaction reported
714,U112,2026-02-12 04:41:04,Abnormal account activity detected
715,U045,2026-01-18 16:08:04,Multiple failed login attempts
716,U299,2026-04-11 11:08:38,Multiple failed login attempts
717,U679,2025-12-28 06:35:14,Abnormal account activity detected
718,U632,2026-03-15 06:40:59,Unrecognized transaction reported
719,U403,2026-04-14 00:39:24,Multiple failed login attempts
720,U269,2026-03-17 03:04:07,Suspicious payment activity detected
721,U315,2026-03-16 00:27:08,Duplicate suspicious request flagged
722,U356,2026-01-23 01:24:25,Suspicious payment activity detected
723,U730,2025-11-12 05:52:32,Multiple failed login attempts
724,U032,2025-11-11 05:51:52,Duplicate suspicious request flagged
725,U582,2026-03-06 02:17:55,Abnormal account activity detected
726,U340,2026-03-03 11:02:22,Reported unauthorized access
727,U490,2025-11-14 05:13:04,Possible account takeover concern
728,U277,2026-01-18 15:24:32,Abnormal account activity detected
729,U016,2025-11-09 13:13:42,Possible account takeover concern
730,U216,2025-12-17 22:36:17,Reported unauthorized access
731,U449,2026-04-08 20:46:49,Abnormal account activity detected
732,U683,2026-01-16 06:55:27,Possible account takeover concern
733,U239,2025-11-04 07:51:13,Abnormal account activity detected
734,U777,2025-12-11 19:35:12,Abnormal account activity detected
735,U770,2025-12-11 21:53:11,Possible account takeover concern
736,U775,2026-03-29 01:03:22,Suspicious payment activity detected
737,U696,2025-12-27 08:41:21,Identity verification mismatch
738,U434,2026-03-17 16:38:43,Suspicious payment activity detected
739,U480,2026-04-10 18:45:33,Abnormal account activity detected
740,U111,2026-03-21 09:54:34,Multiple failed login attempts
741,U026,2025-11-05 23:15:32,Possible account takeover concern
742,U113,2025-11-04 07:29:41,Possible account takeover concern
743,U705,2026-02-25 13:59:20,Suspicious payment activity detected
744,U736,2025-11-13 07:04:47,Suspicious payment activity detected
745,U512,2026-02-23 22:00:06,Possible account takeover concern
746,U736,2025-10-21 18:32:17,Reported unauthorized access
747,U770,2026-02-25 12:40:36,Possible account takeover concern
748,U354,2026-02-05 13:13:56,Reported unauthorized access
749,U750,2025-10-29 00:45:41,Reported unauthorized access
750,U214,2025-10-31 17:55:06,Identity verification mismatch
751,U597,2026-01-15 23:13:28,Suspicious payment activity detected
752,U225,2026-01-19 08:17:07,Duplicate suspicious request flagged
753,U752,2025-11-03 08:03:01,Abnormal account activity detected
754,U434,2026-03-05 08:14:29,Abnormal account activity detected
755,U012,2026-01-14 06:09:07,Unrecognized transaction reported
756,U006,2025-11-27 02:17:24,Reported unauthorized access
757,U123,2026-03-21 06:03:27,Multiple failed login attempts
758,U711,2026-01-27 06:18:53,Suspicious payment activity detected
759,U199,2026-01-23 17:28:54,Possible account takeover concern
760,U394,2025-12-10 11:30:31,Reported unauthorized access
761,U419,2025-11-12 01:01:07,Reported unauthorized access
762,U331,2026-01-18 18:30:51,Possible account takeover concern
763,U082,2025-12-24 11:35:04,Possible account takeover concern
764,U783,2025-11-22 07:50:04,Abnormal account activity detected
765,U704,2026-01-19 00:48:53,Reported unauthorized access
766,U198,2025-12-02 15:37:09,Abnormal account activity detected
767,U119,2025-10-30 19:12:04,Reported unauthorized access
768,U390,2025-12-17 08:19:02,Suspicious payment activity detected
769,U363,2026-04-08 10:47:41,Abnormal account activity detected
770,U416,2026-02-28 17:09:28,Possible account takeover concern
771,U475,2025-11-18 19:34:48,Abnormal account activity detected
772,U530,2026-01-16 13:10:51,Suspicious payment activity detected
773,U234,2026-03-07 19:19:14,Abnormal account activity detected
774,U039,2026-01-13 03:12:56,Possible account takeover concern
775,U004,2026-03-24 13:13:04,Multiple failed login attempts
776,U735,2026-02-27 08:20:27,Multiple failed login attempts
777,U742,2026-03-20 00:06:58,Duplicate suspicious request flagged
778,U729,2026-04-06 15:43:25,Multiple failed login attempts
779,U514,2025-10-24 05:05:41,Reported unauthorized access
780,U021,2026-02-20 16:54:21,Identity verification mismatch
781,U239,2026-03-28 10:56:40,Abnormal account activity detected
782,U565,2026-04-12 07:28:22,Possible account takeover concern
783,U543,2026-01-07 18:22:02,Suspicious payment activity detected
784,U408,2026-03-10 13:09:51,Abnormal account activity detected
785,U151,2025-12-04 23:04:43,Duplicate suspicious request flagged
786,U469,2026-01-12 11:19:34,Reported unauthorized access
787,U083,2026-04-08 04:55:52,Duplicate suspicious request flagged
788,U624,2025-12-30 14:57:33,Reported unauthorized access
789,U423,2026-04-11 23:39:00,Unrecognized transaction reported
790,U764,2025-12-19 10:21:05,Identity verification mismatch
791,U600,2026-01-31 05:04:12,Unrecognized transaction reported
792,U028,2026-02-14 15:17:29,Reported unauthorized access
793,U299,2026-02-26 18:01:25,Multiple failed login attempts
794,U571,2026-02-09 06:04:29,Multiple failed login attempts
795,U481,2026-02-05 05:45:29,Duplicate suspicious request flagged
796,U090,2026-04-13 21:46:14,Suspicious payment activity detected
797,U583,2025-11-17 04:12:09,Possible account takeover concern
798,U462,2025-11-27 05:15:41,Suspicious payment activity detected
799,U130,2026-01-27 16:02:40,Duplicate suspicious request flagged
800,U698,2025-11-29 04:53:37,Multiple failed login attempts
