user_notification_preferences_id,user_id,channel_id,preference
2930,U02262,2,DISABLED
2931,U02262,3,ENABLED
2932,U02262,4,DISABLED
2933,U02956,1,DISABLED
2934,U02956,2,DISABLED
2935,U02956,3,DISABLED
2936,U02956,4,ENABLED
2937,U04382,1,ENABLED
2938,U04382,2,DISABLED
2939,U04382,3,ENABLED
2940,U04382,4,ENABLED
2941,U04957,1,DISABLED
2942,U04957,2,DISABLED
2943,U04957,3,ENABLED
2944,U04957,4,DISABLED
2945,U03000,1,DISABLED
2946,U03000,2,ENABLED
2947,U03000,3,DISABLED
2948,U03000,4,DISABLED
2949,U01213,1,ENABLED
2950,U01213,2,ENABLED
2951,U01213,3,ENABLED
2952,U01213,4,ENABLED
2953,U04395,1,ENABLED
2954,U04395,2,DISABLED
2955,U04395,3,ENABLED
2956,U04395,4,ENABLED
2957,U04729,1,ENABLED
2958,U04729,2,ENABLED
2959,U04729,3,DISABLED
2960,U04729,4,DISABLED
2961,U00254,1,DISABLED
2962,U00254,2,DISABLED
2963,U00254,3,ENABLED
2964,U00254,4,DISABLED
2965,U01859,1,DISABLED
2966,U01859,2,DISABLED
2967,U01859,3,ENABLED
2968,U01859,4,DISABLED
2969,U04800,1,DISABLED
2970,U04800,2,ENABLED
2971,U04800,3,ENABLED
2972,U04800,4,DISABLED
2973,U04302,1,ENABLED
2974,U04302,2,DISABLED
2975,U04302,3,DISABLED
2976,U04302,4,ENABLED
2977,U04436,1,DISABLED
2978,U04436,2,ENABLED
2979,U04436,3,ENABLED
2980,U04436,4,DISABLED
2981,U04720,1,DISABLED
2982,U04720,2,DISABLED
2983,U04720,3,DISABLED
2984,U04720,4,ENABLED
2985,U01027,1,DISABLED
2986,U01027,2,DISABLED
2987,U01027,3,ENABLED
2988,U01027,4,DISABLED
2989,U03520,1,DISABLED
2990,U03520,2,ENABLED
2991,U03520,3,DISABLED
2992,U03520,4,ENABLED
2993,U03918,1,ENABLED
2994,U03918,2,ENABLED
2995,U03918,3,DISABLED
2996,U03918,4,DISABLED
2997,U00467,1,ENABLED
2998,U00467,2,DISABLED
2999,U00467,3,DISABLED
3000,U00467,4,DISABLED
3001,U02335,1,DISABLED
3002,U02335,2,DISABLED
3003,U02335,3,DISABLED
3004,U02335,4,ENABLED
3005,U02328,1,ENABLED
3006,U02328,2,ENABLED
3007,U02328,3,ENABLED
3008,U02328,4,DISABLED
3009,U03859,1,DISABLED
3010,U03859,2,ENABLED
3011,U03859,3,DISABLED
3012,U03859,4,DISABLED
3013,U01385,1,DISABLED
3014,U01385,2,ENABLED
3015,U01385,3,DISABLED
3016,U01385,4,ENABLED
3017,U04616,1,DISABLED
3018,U04616,2,ENABLED
3019,U04616,3,DISABLED
3020,U04616,4,DISABLED
3021,U02273,1,DISABLED
3022,U02273,2,ENABLED
3023,U02273,3,DISABLED
3024,U02273,4,DISABLED
3025,U03881,1,ENABLED
3026,U03881,2,DISABLED
3027,U03881,3,DISABLED
3028,U03881,4,ENABLED
3029,U02821,1,DISABLED
3030,U02821,2,ENABLED
3031,U02821,3,ENABLED
3032,U02821,4,DISABLED
3033,U02170,1,DISABLED
3034,U02170,2,DISABLED
3035,U02170,3,ENABLED
3036,U02170,4,DISABLED
3037,U02803,1,ENABLED
3038,U02803,2,DISABLED
3039,U02803,3,DISABLED
3040,U02803,4,DISABLED
3041,U01497,1,DISABLED
3042,U01497,2,DISABLED
3043,U01497,3,ENABLED
3044,U01497,4,DISABLED
3045,U03914,1,DISABLED
3046,U03914,2,DISABLED
3047,U03914,3,DISABLED
3048,U03914,4,DISABLED
3049,U02420,1,DISABLED
3050,U02420,2,DISABLED
3051,U02420,3,DISABLED
3052,U02420,4,ENABLED
3053,U02611,1,ENABLED
3054,U02611,2,DISABLED
3055,U02611,3,DISABLED
3056,U02611,4,DISABLED
3057,U03919,1,ENABLED
3058,U03919,2,DISABLED
3059,U03919,3,ENABLED
3060,U03919,4,ENABLED
3061,U03263,1,DISABLED
3062,U03263,2,DISABLED
3063,U03263,3,DISABLED
3064,U03263,4,DISABLED
3065,U03665,1,ENABLED
3066,U03665,2,ENABLED
3067,U03665,3,ENABLED
3068,U03665,4,ENABLED
3069,U04127,1,ENABLED
3070,U04127,2,DISABLED
3071,U04127,3,DISABLED
3072,U04127,4,ENABLED
3073,U00638,1,DISABLED
3074,U00638,2,ENABLED
3075,U00638,3,DISABLED
3076,U00638,4,ENABLED
3077,U00515,1,ENABLED
3078,U00515,2,ENABLED
3079,U00515,3,DISABLED
3080,U00515,4,DISABLED
3081,U00330,1,ENABLED
3082,U00330,2,ENABLED
3083,U00330,3,DISABLED
3084,U00330,4,DISABLED
3085,U04429,1,ENABLED
3086,U04429,2,ENABLED
3087,U04429,3,DISABLED
3088,U04429,4,ENABLED
3089,U04318,1,ENABLED
3090,U04318,2,DISABLED
3091,U04318,3,DISABLED
3092,U04318,4,DISABLED
3093,U01363,1,ENABLED
3094,U01363,2,ENABLED
3095,U01363,3,DISABLED
3096,U01363,4,ENABLED
3097,U03465,1,ENABLED
3098,U03465,2,DISABLED
3099,U03465,3,ENABLED
3100,U03465,4,DISABLED
3101,U01666,1,ENABLED
3102,U01666,2,DISABLED
3103,U01666,3,DISABLED
3104,U01666,4,ENABLED
3105,U02635,1,DISABLED
3106,U02635,2,DISABLED
3107,U02635,3,DISABLED
3108,U02635,4,DISABLED
3109,U03648,1,ENABLED
3110,U03648,2,ENABLED
3111,U03648,3,ENABLED
3112,U03648,4,DISABLED
3113,U04638,1,DISABLED
3114,U04638,2,ENABLED
3115,U04638,3,ENABLED
3116,U04638,4,DISABLED
3117,U04397,1,DISABLED
3118,U04397,2,ENABLED
3119,U04397,3,ENABLED
3120,U04397,4,DISABLED
3121,U02839,1,DISABLED
3122,U02839,2,ENABLED
3123,U02839,3,DISABLED
3124,U02839,4,ENABLED
3125,U02097,1,ENABLED
3126,U02097,2,ENABLED
3127,U02097,3,DISABLED
3128,U02097,4,DISABLED
3129,U03360,1,DISABLED
3130,U03360,2,ENABLED
3131,U03360,3,ENABLED
3132,U03360,4,DISABLED
3133,U03062,1,ENABLED
3134,U03062,2,DISABLED
3135,U03062,3,ENABLED
3136,U03062,4,ENABLED
3137,U00642,1,ENABLED
3138,U00642,2,DISABLED
3139,U00642,3,DISABLED
3140,U00642,4,DISABLED
3141,U01623,1,ENABLED
3142,U01623,2,DISABLED
3143,U01623,3,DISABLED
3144,U01623,4,ENABLED
3145,U03998,1,DISABLED
3146,U03998,2,DISABLED
3147,U03998,3,ENABLED
3148,U03998,4,ENABLED
3149,U01682,1,DISABLED
3150,U01682,2,DISABLED
3151,U01682,3,ENABLED
3152,U01682,4,DISABLED
3153,U00921,1,ENABLED
3154,U00921,2,ENABLED
3155,U00921,3,ENABLED
3156,U00921,4,DISABLED
3157,U04387,1,ENABLED
3158,U04387,2,ENABLED
3159,U04387,3,DISABLED
3160,U04387,4,ENABLED
3161,U03353,1,ENABLED
3162,U03353,2,ENABLED
3163,U03353,3,ENABLED
3164,U03353,4,DISABLED
3165,U04357,1,ENABLED
3166,U04357,2,ENABLED
3167,U04357,3,DISABLED
3168,U04357,4,DISABLED
3169,U03624,1,ENABLED
3170,U03624,2,ENABLED
3171,U03624,3,ENABLED
3172,U03624,4,ENABLED
3173,U00902,1,DISABLED
3174,U00902,2,ENABLED
3175,U00902,3,DISABLED
3176,U00902,4,ENABLED
3177,U03338,1,DISABLED
3178,U03338,2,ENABLED
3179,U03338,3,DISABLED
3180,U03338,4,ENABLED
3181,U01753,1,DISABLED
3182,U01753,2,DISABLED
3183,U01753,3,DISABLED
3184,U01753,4,ENABLED
3185,U01972,1,ENABLED
3186,U01972,2,ENABLED
3187,U01972,3,ENABLED
3188,U01972,4,DISABLED
3189,U00116,1,ENABLED
3190,U00116,2,DISABLED
3191,U00116,3,DISABLED
3192,U00116,4,DISABLED
3193,U03028,1,DISABLED
3194,U03028,2,DISABLED
3195,U03028,3,ENABLED
3196,U03028,4,ENABLED
3197,U00227,1,ENABLED
3198,U00227,2,ENABLED
3199,U00227,3,ENABLED
3200,U00227,4,ENABLED
3201,U02526,1,DISABLED
3202,U02526,2,DISABLED
3203,U02526,3,ENABLED
3204,U02526,4,DISABLED
3205,U04568,1,ENABLED
3206,U04568,2,ENABLED
3207,U04568,3,ENABLED
3208,U04568,4,ENABLED
3209,U02115,1,ENABLED
3210,U02115,2,DISABLED
3211,U02115,3,DISABLED
3212,U02115,4,DISABLED
3213,U01517,1,ENABLED
3214,U01517,2,ENABLED
3215,U01517,3,ENABLED
3216,U01517,4,DISABLED
3217,U02278,1,ENABLED
3218,U02278,2,ENABLED
3219,U02278,3,DISABLED
3220,U02278,4,ENABLED
3221,U01504,1,ENABLED
3222,U01504,2,ENABLED
3223,U01504,3,ENABLED
3224,U01504,4,DISABLED
3225,U01575,1,DISABLED
3226,U01575,2,ENABLED
3227,U01575,3,DISABLED
3228,U01575,4,DISABLED
3229,U02704,1,DISABLED
3230,U02704,2,DISABLED
3231,U02704,3,ENABLED
3232,U02704,4,ENABLED
3233,U04438,1,ENABLED
3234,U04438,2,DISABLED
3235,U04438,3,ENABLED
3236,U04438,4,DISABLED
3237,U01562,1,ENABLED
3238,U01562,2,DISABLED
3239,U01562,3,ENABLED
3240,U01562,4,ENABLED
3241,U04314,1,DISABLED
3242,U04314,2,ENABLED
3243,U04314,3,DISABLED
3244,U04314,4,ENABLED
3245,U03585,1,DISABLED
3246,U03585,2,ENABLED
3247,U03585,3,DISABLED
3248,U03585,4,DISABLED
3249,U02054,1,DISABLED
3250,U02054,2,DISABLED
3251,U02054,3,ENABLED
3252,U02054,4,DISABLED
3253,U04293,1,DISABLED
3254,U04293,2,DISABLED
3255,U04293,3,ENABLED
3256,U04293,4,DISABLED
3257,U03997,1,ENABLED
3258,U03997,2,ENABLED
3259,U03997,3,DISABLED
3260,U03997,4,ENABLED
3261,U02767,1,DISABLED
3262,U02767,2,DISABLED
3263,U02767,3,DISABLED
3264,U02767,4,ENABLED
3265,U04668,1,ENABLED
3266,U04668,2,ENABLED
3267,U04668,3,DISABLED
3268,U04668,4,ENABLED
3269,U00164,1,ENABLED
3270,U00164,2,DISABLED
3271,U00164,3,ENABLED
3272,U00164,4,ENABLED
3273,U02874,1,DISABLED
3274,U02874,2,ENABLED
3275,U02874,3,DISABLED
3276,U02874,4,DISABLED
3277,U04603,1,ENABLED
3278,U04603,2,DISABLED
3279,U04603,3,DISABLED
3280,U04603,4,DISABLED
3281,U00275,1,ENABLED
3282,U00275,2,ENABLED
3283,U00275,3,DISABLED
3284,U00275,4,ENABLED
3285,U00320,1,DISABLED
3286,U00320,2,DISABLED
3287,U00320,3,DISABLED
3288,U00320,4,ENABLED
3289,U03740,1,ENABLED
3290,U03740,2,DISABLED
3291,U03740,3,ENABLED
3292,U03740,4,DISABLED
3293,U04082,1,DISABLED
3294,U04082,2,DISABLED
3295,U04082,3,ENABLED
3296,U04082,4,ENABLED
3297,U03831,1,ENABLED
3298,U03831,2,DISABLED
3299,U03831,3,ENABLED
3300,U03831,4,ENABLED
3301,U04059,1,ENABLED
3302,U04059,2,DISABLED
3303,U04059,3,ENABLED
3304,U04059,4,ENABLED
3305,U01602,1,ENABLED
3306,U01602,2,ENABLED
3307,U01602,3,DISABLED
3308,U01602,4,ENABLED
3309,U04750,1,DISABLED
3310,U04750,2,ENABLED
3311,U04750,3,ENABLED
3312,U04750,4,DISABLED
3313,U04798,1,DISABLED
3314,U04798,2,ENABLED
3315,U04798,3,DISABLED
3316,U04798,4,ENABLED
3317,U03946,1,DISABLED
3318,U03946,2,DISABLED
3319,U03946,3,DISABLED
3320,U03946,4,DISABLED
3321,U02541,1,DISABLED
3322,U02541,2,ENABLED
3323,U02541,3,DISABLED
3324,U02541,4,ENABLED
3325,U01083,1,ENABLED
3326,U01083,2,DISABLED
3327,U01083,3,ENABLED
3328,U01083,4,DISABLED
3329,U01705,1,DISABLED
3330,U01705,2,DISABLED
3331,U01705,3,DISABLED
3332,U01705,4,DISABLED
3333,U04889,1,DISABLED
3334,U04889,2,DISABLED
3335,U04889,3,ENABLED
3336,U04889,4,DISABLED
3337,U01818,1,DISABLED
3338,U01818,2,DISABLED
3339,U01818,3,ENABLED
3340,U01818,4,ENABLED
3341,U01019,1,DISABLED
3342,U01019,2,DISABLED
3343,U01019,3,DISABLED
3344,U01019,4,ENABLED
3345,U04374,1,DISABLED
3346,U04374,2,ENABLED
3347,U04374,3,DISABLED
3348,U04374,4,DISABLED
3349,U01237,1,DISABLED
3350,U01237,2,ENABLED
3351,U01237,3,ENABLED
3352,U01237,4,DISABLED
3353,U00995,1,DISABLED
3354,U00995,2,DISABLED
3355,U00995,3,DISABLED
3356,U00995,4,DISABLED
3357,U03961,1,DISABLED
3358,U03961,2,DISABLED
3359,U03961,3,ENABLED
3360,U03961,4,ENABLED
3361,U00700,1,ENABLED
3362,U00700,2,ENABLED
3363,U00700,3,DISABLED
3364,U00700,4,ENABLED
3365,U02251,1,ENABLED
3366,U02251,2,ENABLED
3367,U02251,3,ENABLED
3368,U02251,4,DISABLED
3369,U02783,1,DISABLED
3370,U02783,2,DISABLED
3371,U02783,3,DISABLED
3372,U02783,4,ENABLED
3373,U03809,1,DISABLED
3374,U03809,2,DISABLED
3375,U03809,3,DISABLED
3376,U03809,4,ENABLED
3377,U01118,1,ENABLED
3378,U01118,2,DISABLED
3379,U01118,3,ENABLED
3380,U01118,4,ENABLED
3381,U01603,1,DISABLED
3382,U01603,2,ENABLED
3383,U01603,3,DISABLED
3384,U01603,4,ENABLED
3385,U02366,1,DISABLED
3386,U02366,2,ENABLED
3387,U02366,3,DISABLED
3388,U02366,4,ENABLED
3389,U00129,1,DISABLED
3390,U00129,2,ENABLED
3391,U00129,3,DISABLED
3392,U00129,4,DISABLED
3393,U00434,1,ENABLED
3394,U00434,2,DISABLED
3395,U00434,3,DISABLED
3396,U00434,4,ENABLED
3397,U03589,1,DISABLED
3398,U03589,2,ENABLED
3399,U03589,3,ENABLED
3400,U03589,4,ENABLED
3401,U02529,1,DISABLED
3402,U02529,2,DISABLED
3403,U02529,3,DISABLED
3404,U02529,4,ENABLED
3405,U03396,1,DISABLED
3406,U03396,2,DISABLED
3407,U03396,3,ENABLED
3408,U03396,4,DISABLED
3409,U02014,1,DISABLED
3410,U02014,2,DISABLED
3411,U02014,3,DISABLED
3412,U02014,4,DISABLED
3413,U00723,1,DISABLED
3414,U00723,2,DISABLED
3415,U00723,3,ENABLED
3416,U00723,4,DISABLED
3417,U00204,1,DISABLED
3418,U00204,2,ENABLED
3419,U00204,3,DISABLED
3420,U00204,4,ENABLED
3421,U00931,1,ENABLED
3422,U00931,2,ENABLED
3423,U00931,3,DISABLED
3424,U00931,4,ENABLED
3425,U04262,1,DISABLED
3426,U04262,2,DISABLED
3427,U04262,3,DISABLED
3428,U04262,4,DISABLED
3429,U02114,1,ENABLED
3430,U02114,2,DISABLED
3431,U02114,3,DISABLED
3432,U02114,4,ENABLED
3433,U03879,1,DISABLED
3434,U03879,2,ENABLED
3435,U03879,3,ENABLED
3436,U03879,4,ENABLED
3437,U04963,1,ENABLED
3438,U04963,2,DISABLED
3439,U04963,3,ENABLED
3440,U04963,4,DISABLED
3441,U04979,1,ENABLED
3442,U04979,2,ENABLED
3443,U04979,3,ENABLED
3444,U04979,4,DISABLED
3445,U01359,1,DISABLED
3446,U01359,2,DISABLED
3447,U01359,3,DISABLED
3448,U01359,4,ENABLED
3449,U00037,1,DISABLED
3450,U00037,2,DISABLED
3451,U00037,3,DISABLED
3452,U00037,4,DISABLED
3453,U02946,1,ENABLED
3454,U02946,2,ENABLED
3455,U02946,3,ENABLED
3456,U02946,4,ENABLED
3457,U03381,1,ENABLED
3458,U03381,2,DISABLED
3459,U03381,3,ENABLED
3460,U03381,4,ENABLED
3461,U02055,1,DISABLED
3462,U02055,2,DISABLED
3463,U02055,3,DISABLED
3464,U02055,4,ENABLED
3465,U04701,1,DISABLED
3466,U04701,2,ENABLED
3467,U04701,3,ENABLED
3468,U04701,4,ENABLED
3469,U02562,1,DISABLED
3470,U02562,2,ENABLED
3471,U02562,3,DISABLED
3472,U02562,4,ENABLED
3473,U02095,1,ENABLED
3474,U02095,2,ENABLED
3475,U02095,3,ENABLED
3476,U02095,4,ENABLED
3477,U03282,1,ENABLED
3478,U03282,2,ENABLED
3479,U03282,3,ENABLED
3480,U03282,4,ENABLED
3481,U02285,1,ENABLED
3482,U02285,2,DISABLED
3483,U02285,3,DISABLED
3484,U02285,4,ENABLED
3485,U01702,1,ENABLED
3486,U01702,2,ENABLED
3487,U01702,3,DISABLED
3488,U01702,4,ENABLED
3489,U01058,1,DISABLED
3490,U01058,2,DISABLED
3491,U01058,3,DISABLED
3492,U01058,4,DISABLED
3493,U00959,1,ENABLED
3494,U00959,2,DISABLED
3495,U00959,3,ENABLED
3496,U00959,4,DISABLED
3497,U02382,1,ENABLED
3498,U02382,2,DISABLED
3499,U02382,3,ENABLED
3500,U02382,4,ENABLED
3501,U04354,1,DISABLED
3502,U04354,2,DISABLED
3503,U04354,3,DISABLED
3504,U04354,4,DISABLED
3505,U00957,1,DISABLED
3506,U00957,2,ENABLED
3507,U00957,3,ENABLED
3508,U00957,4,DISABLED
3509,U04725,1,ENABLED
3510,U04725,2,ENABLED
3511,U04725,3,DISABLED
3512,U04725,4,ENABLED
3513,U02793,1,ENABLED
3514,U02793,2,ENABLED
3515,U02793,3,ENABLED
3516,U02793,4,DISABLED
3517,U03004,1,ENABLED
3518,U03004,2,DISABLED
3519,U03004,3,DISABLED
3520,U03004,4,ENABLED
3521,U02268,1,ENABLED
3522,U02268,2,DISABLED
3523,U02268,3,ENABLED
3524,U02268,4,ENABLED
3525,U02785,1,DISABLED
3526,U02785,2,DISABLED
3527,U02785,3,DISABLED
3528,U02785,4,ENABLED
3529,U01891,1,ENABLED
3530,U01891,2,ENABLED
3531,U01891,3,DISABLED
3532,U01891,4,ENABLED
3533,U01262,1,ENABLED
3534,U01262,2,ENABLED
3535,U01262,3,DISABLED
3536,U01262,4,DISABLED
3537,U00929,1,ENABLED
3538,U00929,2,ENABLED
3539,U00929,3,ENABLED
3540,U00929,4,DISABLED
3541,U02157,1,ENABLED
3542,U02157,2,DISABLED
3543,U02157,3,DISABLED
3544,U02157,4,DISABLED
3545,U03615,1,DISABLED
3546,U03615,2,ENABLED
3547,U03615,3,ENABLED
3548,U03615,4,DISABLED
3549,U02644,1,DISABLED
3550,U02644,2,DISABLED
3551,U02644,3,DISABLED
3552,U02644,4,ENABLED
3553,U02871,1,DISABLED
3554,U02871,2,ENABLED
3555,U02871,3,ENABLED
3556,U02871,4,DISABLED
3557,U02987,1,ENABLED
3558,U02987,2,ENABLED
3559,U02987,3,DISABLED
3560,U02987,4,ENABLED
3561,U03190,1,DISABLED
3562,U03190,2,DISABLED
3563,U03190,3,ENABLED
3564,U03190,4,ENABLED
3565,U02670,1,DISABLED
3566,U02670,2,DISABLED
3567,U02670,3,DISABLED
3568,U02670,4,ENABLED
3569,U02931,1,ENABLED
3570,U02931,2,DISABLED
3571,U02931,3,DISABLED
3572,U02931,4,DISABLED
3573,U00607,1,DISABLED
3574,U00607,2,DISABLED
3575,U00607,3,ENABLED
3576,U00607,4,DISABLED
3577,U02845,1,ENABLED
3578,U02845,2,ENABLED
3579,U02845,3,ENABLED
3580,U02845,4,DISABLED
3581,U00914,1,DISABLED
3582,U00914,2,DISABLED
3583,U00914,3,ENABLED
3584,U00914,4,DISABLED
3585,U02337,1,ENABLED
3586,U02337,2,ENABLED
3587,U02337,3,ENABLED
3588,U02337,4,ENABLED
3589,U00817,1,ENABLED
3590,U00817,2,DISABLED
3591,U00817,3,DISABLED
3592,U00817,4,DISABLED
3593,U01085,1,ENABLED
3594,U01085,2,ENABLED
3595,U01085,3,DISABLED
3596,U01085,4,DISABLED
3597,U04345,1,DISABLED
3598,U04345,2,ENABLED
3599,U04345,3,DISABLED
3600,U04345,4,ENABLED
3601,U03003,1,ENABLED
3602,U03003,2,DISABLED
3603,U03003,3,ENABLED
3604,U03003,4,DISABLED
3605,U02625,1,DISABLED
3606,U02625,2,ENABLED
3607,U02625,3,DISABLED
3608,U02625,4,ENABLED
3609,U03182,1,ENABLED
3610,U03182,2,DISABLED
3611,U03182,3,DISABLED
3612,U03182,4,ENABLED
3613,U01028,1,ENABLED
3614,U01028,2,ENABLED
3615,U01028,3,DISABLED
3616,U01028,4,ENABLED
3617,U00068,1,ENABLED
3618,U00068,2,DISABLED
3619,U00068,3,ENABLED
3620,U00068,4,DISABLED
3621,U00293,1,DISABLED
3622,U00293,2,ENABLED
3623,U00293,3,DISABLED
3624,U00293,4,ENABLED
3625,U00499,1,DISABLED
3626,U00499,2,DISABLED
3627,U00499,3,ENABLED
3628,U00499,4,ENABLED
3629,U00911,1,DISABLED
3630,U00911,2,DISABLED
3631,U00911,3,ENABLED
3632,U00911,4,ENABLED
3633,U02343,1,ENABLED
3634,U02343,2,DISABLED
3635,U02343,3,DISABLED
3636,U02343,4,DISABLED
3637,U02153,1,DISABLED
3638,U02153,2,ENABLED
3639,U02153,3,DISABLED
3640,U02153,4,DISABLED
3641,U03115,1,ENABLED
3642,U03115,2,DISABLED
3643,U03115,3,DISABLED
3644,U03115,4,DISABLED
3645,U03657,1,DISABLED
3646,U03657,2,DISABLED
3647,U03657,3,DISABLED
3648,U03657,4,ENABLED
3649,U01529,1,DISABLED
3650,U01529,2,DISABLED
3651,U01529,3,DISABLED
3652,U01529,4,DISABLED
3653,U01662,1,DISABLED
3654,U01662,2,DISABLED
3655,U01662,3,ENABLED
3656,U01662,4,ENABLED
3657,U00529,1,ENABLED
3658,U00529,2,ENABLED
3659,U00529,3,DISABLED
3660,U00529,4,DISABLED
3661,U04111,1,DISABLED
3662,U04111,2,DISABLED
3663,U04111,3,ENABLED
3664,U04111,4,DISABLED
3665,U04051,1,DISABLED
3666,U04051,2,ENABLED
3667,U04051,3,DISABLED
3668,U04051,4,DISABLED
3669,U01075,1,DISABLED
3670,U01075,2,ENABLED
3671,U01075,3,ENABLED
3672,U01075,4,DISABLED
3673,U02659,1,ENABLED
3674,U02659,2,DISABLED
3675,U02659,3,DISABLED
3676,U02659,4,ENABLED
3677,U03007,1,DISABLED
3678,U03007,2,DISABLED
3679,U03007,3,ENABLED
3680,U03007,4,DISABLED
3681,U00976,1,DISABLED
3682,U00976,2,ENABLED
3683,U00976,3,ENABLED
3684,U00976,4,ENABLED
3685,U00354,1,ENABLED
3686,U00354,2,ENABLED
3687,U00354,3,ENABLED
3688,U00354,4,ENABLED
3689,U01847,1,DISABLED
3690,U01847,2,DISABLED
3691,U01847,3,DISABLED
3692,U01847,4,ENABLED
3693,U04492,1,ENABLED
3694,U04492,2,DISABLED
3695,U04492,3,DISABLED
3696,U04492,4,ENABLED
3697,U02304,1,ENABLED
3698,U02304,2,DISABLED
3699,U02304,3,DISABLED
3700,U02304,4,ENABLED
3701,U04667,1,DISABLED
3702,U04667,2,DISABLED
3703,U04667,3,DISABLED
3704,U04667,4,ENABLED
3705,U00480,1,ENABLED
3706,U00480,2,DISABLED
3707,U00480,3,ENABLED
3708,U00480,4,DISABLED
3709,U04260,1,DISABLED
3710,U04260,2,DISABLED
3711,U04260,3,ENABLED
3712,U04260,4,ENABLED
3713,U03337,1,ENABLED
3714,U03337,2,DISABLED
3715,U03337,3,DISABLED
3716,U03337,4,ENABLED
3717,U03044,1,ENABLED
3718,U03044,2,DISABLED
3719,U03044,3,ENABLED
3720,U03044,4,ENABLED
3721,U03107,1,DISABLED
3722,U03107,2,ENABLED
3723,U03107,3,DISABLED
3724,U03107,4,ENABLED
3725,U00674,1,ENABLED
3726,U00674,2,DISABLED
3727,U00674,3,ENABLED
3728,U00674,4,ENABLED
3729,U00362,1,DISABLED
3730,U00362,2,ENABLED
3731,U00362,3,ENABLED
3732,U00362,4,DISABLED
3733,U02932,1,DISABLED
3734,U02932,2,ENABLED
3735,U02932,3,ENABLED
3736,U02932,4,ENABLED
3737,U00842,1,DISABLED
3738,U00842,2,DISABLED
3739,U00842,3,ENABLED
3740,U00842,4,ENABLED
3741,U02312,1,ENABLED
3742,U02312,2,ENABLED
3743,U02312,3,DISABLED
3744,U02312,4,DISABLED
3745,U02904,1,ENABLED
3746,U02904,2,DISABLED
3747,U02904,3,DISABLED
3748,U02904,4,ENABLED
3749,U02315,1,ENABLED
3750,U02315,2,DISABLED
3751,U02315,3,ENABLED
3752,U02315,4,ENABLED
3753,U03710,1,DISABLED
3754,U03710,2,DISABLED
3755,U03710,3,ENABLED
3756,U03710,4,DISABLED
3757,U00750,1,ENABLED
3758,U00750,2,DISABLED
3759,U00750,3,DISABLED
3760,U00750,4,ENABLED
3761,U01076,1,ENABLED
3762,U01076,2,ENABLED
3763,U01076,3,ENABLED
3764,U01076,4,ENABLED
3765,U02899,1,DISABLED
3766,U02899,2,DISABLED
3767,U02899,3,ENABLED
3768,U02899,4,ENABLED
3769,U04214,1,ENABLED
3770,U04214,2,DISABLED
3771,U04214,3,ENABLED
3772,U04214,4,DISABLED
3773,U02320,1,ENABLED
3774,U02320,2,DISABLED
3775,U02320,3,DISABLED
3776,U02320,4,DISABLED
3777,U03711,1,ENABLED
3778,U03711,2,DISABLED
3779,U03711,3,DISABLED
3780,U03711,4,ENABLED
3781,U01935,1,DISABLED
3782,U01935,2,DISABLED
3783,U01935,3,DISABLED
3784,U01935,4,ENABLED
3785,U03756,1,ENABLED
3786,U03756,2,ENABLED
3787,U03756,3,ENABLED
3788,U03756,4,DISABLED
3789,U04971,1,DISABLED
3790,U04971,2,ENABLED
3791,U04971,3,ENABLED
3792,U04971,4,DISABLED
3793,U00600,1,DISABLED
3794,U00600,2,DISABLED
3795,U00600,3,ENABLED
3796,U00600,4,DISABLED
3797,U04242,1,ENABLED
3798,U04242,2,DISABLED
3799,U04242,3,DISABLED
3800,U04242,4,DISABLED
3801,U01616,1,ENABLED
3802,U01616,2,ENABLED
3803,U01616,3,ENABLED
3804,U01616,4,DISABLED
3805,U04261,1,ENABLED
3806,U04261,2,DISABLED
3807,U04261,3,DISABLED
3808,U04261,4,DISABLED
3809,U03649,1,DISABLED
3810,U03649,2,DISABLED
3811,U03649,3,DISABLED
3812,U03649,4,ENABLED
3813,U04180,1,ENABLED
3814,U04180,2,DISABLED
3815,U04180,3,DISABLED
3816,U04180,4,ENABLED
3817,U02505,1,ENABLED
3818,U02505,2,ENABLED
3819,U02505,3,DISABLED
3820,U02505,4,ENABLED
3821,U00286,1,ENABLED
3822,U00286,2,ENABLED
3823,U00286,3,ENABLED
3824,U00286,4,ENABLED
3825,U00482,1,ENABLED
3826,U00482,2,ENABLED
3827,U00482,3,DISABLED
3828,U00482,4,ENABLED
3829,U03093,1,ENABLED
3830,U03093,2,ENABLED
3831,U03093,3,DISABLED
3832,U03093,4,DISABLED
3833,U00388,1,DISABLED
3834,U00388,2,ENABLED
3835,U00388,3,DISABLED
3836,U00388,4,ENABLED
3837,U04662,1,ENABLED
3838,U04662,2,DISABLED
3839,U04662,3,ENABLED
3840,U04662,4,ENABLED
3841,U01532,1,DISABLED
3842,U01532,2,DISABLED
3843,U01532,3,ENABLED
3844,U01532,4,ENABLED
3845,U02742,1,ENABLED
3846,U02742,2,DISABLED
3847,U02742,3,DISABLED
3848,U02742,4,ENABLED
3849,U04826,1,ENABLED
3850,U04826,2,DISABLED
3851,U04826,3,ENABLED
3852,U04826,4,DISABLED
3853,U03101,1,DISABLED
3854,U03101,2,DISABLED
3855,U03101,3,DISABLED
3856,U03101,4,DISABLED
3857,U04858,1,ENABLED
3858,U04858,2,DISABLED
3859,U04858,3,ENABLED
3860,U04858,4,ENABLED
