user_id,prev_loc,curr_loc,updated_at
U00145,POINT(-109.213969 34.489266),POINT(-94.481003 46.303011),2025-07-20 23:33:51
U02726,POINT(-68.286767 37.495886),POINT(-80.789217 48.032943),2025-07-03 22:03:24
U00376,POINT(-104.625645 45.650992),POINT(-88.140245 38.471734),2024-01-02 14:38:34
U04783,POINT(-123.816079 31.092693),POINT(-101.649865 39.796968),2024-08-04 22:17:38
U02659,POINT(-120.969341 32.396408),POINT(-117.598766 32.218516),2025-08-01 10:52:09
U04417,POINT(-94.925425 35.969865),POINT(-68.902182 26.315680),2025-11-20 12:46:07
U01368,POINT(-73.521226 46.125523),POINT(-100.246064 47.717568),2025-02-24 08:08:59
U03056,POINT(-88.688331 32.350631),POINT(-75.580423 47.838061),2025-11-14 19:15:11
U02845,POINT(-93.855717 30.875173),POINT(-95.003369 39.564071),2024-07-04 06:24:46
U02764,POINT(-112.738518 38.408908),POINT(-121.814621 27.273367),2025-03-04 21:40:39
U02827,POINT(-113.527764 43.116878),POINT(-113.719416 35.823072),2024-07-20 22:35:29
U01889,POINT(-104.169440 26.128047),POINT(-84.754553 25.634822),2024-08-07 11:55:27
U02589,POINT(-121.383321 28.017672),POINT(-108.765877 48.187577),2024-07-15 04:01:24
U02859,POINT(-71.688940 27.284823),POINT(-93.030047 30.050142),2025-12-08 21:47:03
U00105,POINT(-72.415788 25.326150),POINT(-103.417330 48.708988),2024-03-07 20:07:50
U01618,POINT(-113.846837 35.959341),POINT(-87.265546 30.451508),2026-04-14 18:00:50
U02403,POINT(-79.083898 37.577352),POINT(-99.577550 25.635630),2026-01-30 17:57:26
U04739,POINT(-109.409961 41.236517),POINT(-105.144960 41.450882),2025-08-17 13:16:59
U00329,POINT(-105.970970 35.980232),POINT(-113.967798 35.535217),2024-04-16 22:40:36
U01037,POINT(-81.880447 46.666817),POINT(-104.116412 48.154897),2026-02-20 15:19:15
U04861,POINT(-115.877560 34.422021),POINT(-96.355903 26.766372),2024-10-01 13:14:44
U02387,POINT(-112.605513 35.048832),POINT(-89.497918 34.196402),2025-08-26 21:09:44
U02219,POINT(-97.893120 36.915937),POINT(-115.123064 37.571710),2024-04-07 23:07:00
U02291,POINT(-121.260663 48.598352),POINT(-108.561767 41.719148),2026-01-08 22:29:44
U04065,POINT(-119.558652 48.640572),POINT(-105.882412 31.585032),2026-02-08 00:22:01
U03555,POINT(-76.357267 37.487770),POINT(-75.405740 45.926704),2026-02-23 18:49:04
U03025,POINT(-107.377267 42.169588),POINT(-76.323019 30.052650),2025-05-12 18:29:06
U00768,POINT(-83.393461 30.732600),POINT(-111.430541 41.264992),2024-05-25 13:08:55
U00159,POINT(-80.095810 32.469497),POINT(-87.456038 46.448039),2025-01-22 09:09:32
U02802,POINT(-117.176418 28.565375),POINT(-121.096446 43.507829),2024-06-20 19:43:38
U00917,POINT(-72.913003 30.010860),POINT(-76.567258 32.008818),2024-11-05 01:33:49
U02174,POINT(-121.520033 48.975049),POINT(-79.004470 46.755278),2026-01-12 07:00:34
U01667,POINT(-102.304468 29.579525),POINT(-106.417053 35.578299),2025-05-09 02:50:16
U02663,POINT(-99.155646 34.784725),POINT(-116.090441 31.309303),2025-03-19 07:56:06
U03283,POINT(-122.079656 33.046006),POINT(-122.663979 43.503806),2025-02-20 20:23:33
U03449,POINT(-80.436236 41.997493),POINT(-96.209010 28.163983),2024-05-21 20:34:54
U02048,POINT(-75.978297 39.046573),POINT(-73.090631 39.861836),2025-02-28 12:17:18
U00097,POINT(-119.612961 32.121216),POINT(-119.862724 26.103946),2024-01-28 16:00:14
U03419,POINT(-77.172799 38.384869),POINT(-120.147692 40.949138),2024-11-21 00:00:28
U02743,POINT(-106.891960 36.789912),POINT(-116.736364 30.490334),2025-04-19 10:30:41
U01408,POINT(-77.726898 25.343914),POINT(-117.005158 30.868590),2025-04-19 03:55:31
U01351,POINT(-117.446477 40.013303),POINT(-118.888329 43.257397),2024-06-23 12:00:19
U04466,POINT(-89.428076 25.103232),POINT(-84.642815 40.780640),2024-05-19 22:10:09
U04074,POINT(-74.564039 33.488467),POINT(-82.162579 42.644346),2025-08-02 00:10:56
U02089,POINT(-106.475813 44.401653),POINT(-80.721393 25.063695),2026-04-04 14:54:51
U03374,POINT(-91.400256 25.423617),POINT(-115.160894 42.740981),2024-05-12 15:29:26
U04643,POINT(-79.373101 32.303055),POINT(-114.607028 43.033431),2025-01-27 00:34:13
U02226,POINT(-99.638019 32.603989),POINT(-72.838588 48.984295),2026-04-05 16:34:13
U01658,POINT(-95.760457 27.978421),POINT(-112.871415 45.371335),2025-09-07 16:18:30
U00337,POINT(-115.228981 48.546288),POINT(-105.810700 30.463230),2026-01-07 09:13:47
U00927,POINT(-119.447966 41.922581),POINT(-71.778938 35.734893),2025-10-27 21:08:00
U03693,POINT(-105.301869 28.333477),POINT(-103.400606 32.395863),2024-08-20 14:28:22
U03240,POINT(-119.503936 25.611612),POINT(-105.769992 39.499263),2025-11-02 12:20:28
U04989,POINT(-81.940846 26.078138),POINT(-101.749507 34.376735),2024-03-18 15:15:24
U02021,POINT(-108.415640 31.595298),POINT(-94.258955 29.659853),2025-04-05 02:06:04
U03787,POINT(-78.759628 25.465069),POINT(-71.258364 32.426401),2024-02-21 16:53:24
U01586,POINT(-108.950269 45.623165),POINT(-115.925840 47.355169),2025-03-08 02:43:00
U02906,POINT(-81.956724 25.267812),POINT(-71.185581 46.039143),2024-05-13 04:01:01
U04575,POINT(-74.326510 47.295763),POINT(-76.515494 25.262977),2024-05-03 07:43:25
U04896,POINT(-122.805660 31.668660),POINT(-122.010635 26.033248),2024-08-27 15:28:35
U04015,POINT(-113.603572 34.079657),POINT(-108.310555 48.266380),2024-11-15 00:07:08
U00067,POINT(-93.203690 35.222842),POINT(-104.873301 47.733860),2026-01-08 14:51:52
U00065,POINT(-98.025886 29.816469),POINT(-71.217550 47.574564),2025-09-11 13:21:04
U03815,POINT(-107.126078 28.336828),POINT(-115.207156 47.828414),2024-10-29 16:53:48
U03547,POINT(-91.764299 43.636908),POINT(-84.263785 40.470468),2025-06-22 23:20:17
U00455,POINT(-87.308866 28.964313),POINT(-80.799362 41.090239),2025-03-13 18:31:45
U03145,POINT(-110.891598 37.121660),POINT(-105.322274 48.941583),2025-02-16 08:01:27
U03679,POINT(-100.077194 47.542364),POINT(-109.671649 28.878567),2025-07-25 11:17:20
U03898,POINT(-67.930550 26.510189),POINT(-71.373572 35.999875),2024-05-09 09:59:11
U04197,POINT(-87.611881 38.148201),POINT(-113.510162 31.852890),2025-02-16 20:06:17
U04878,POINT(-83.574082 30.569926),POINT(-116.113853 33.027719),2024-01-23 04:45:43
U00006,POINT(-85.596514 29.206100),POINT(-100.300965 43.263054),2024-04-16 23:46:25
U03081,POINT(-80.485780 47.863762),POINT(-78.834720 40.530512),2024-04-27 18:36:32
U02679,POINT(-72.685839 35.289016),POINT(-68.086489 39.777095),2025-04-15 21:55:21
U02616,POINT(-83.382901 36.560963),POINT(-90.795372 27.129753),2025-01-17 15:30:55
U00758,POINT(-118.666945 43.264954),POINT(-78.788714 31.149045),2025-09-21 08:16:23
U01687,POINT(-82.774742 32.612779),POINT(-84.379676 34.828234),2025-06-13 15:56:54
U01912,POINT(-79.137722 31.689775),POINT(-88.561898 44.788672),2024-10-06 21:13:23
U04672,POINT(-75.615055 45.711443),POINT(-94.911244 29.130839),2026-02-19 04:35:32
U02633,POINT(-95.026086 44.872584),POINT(-109.927568 40.882570),2024-03-09 22:10:24
U00704,POINT(-121.037696 34.582425),POINT(-73.944391 25.368567),2025-07-15 16:10:11
U02917,POINT(-90.976242 45.796187),POINT(-96.824311 30.065998),2024-07-27 11:54:23
U01126,POINT(-70.211193 30.382231),POINT(-83.868290 44.610505),2026-01-22 23:47:16
U03183,POINT(-82.521431 26.339454),POINT(-117.455102 39.110060),2026-01-07 15:56:23
U01026,POINT(-97.341168 36.577667),POINT(-105.923021 44.728076),2025-03-11 07:23:57
U04272,POINT(-110.774790 45.648610),POINT(-86.829986 47.133675),2025-01-24 04:15:50
U03274,POINT(-83.914776 45.134842),POINT(-78.029295 45.434824),2024-12-25 15:57:49
U03934,POINT(-119.468688 29.375745),POINT(-67.435180 28.484819),2025-06-22 10:19:48
U04603,POINT(-88.189766 28.129911),POINT(-102.319721 45.680213),2026-01-20 22:10:00
U04572,POINT(-98.108621 30.207281),POINT(-70.053733 39.754244),2025-09-10 14:19:48
U02144,POINT(-71.104514 37.072535),POINT(-108.455387 47.321555),2026-01-02 03:17:18
U01797,POINT(-120.956200 46.997203),POINT(-120.915267 30.188326),2024-07-11 11:25:32
U04882,POINT(-80.482226 33.204811),POINT(-100.436341 48.751608),2026-03-14 21:54:58
U00805,POINT(-106.309522 43.565328),POINT(-107.609650 26.612290),2025-03-05 15:39:59
U04385,POINT(-110.887625 35.835195),POINT(-120.022232 38.504715),2024-10-28 02:37:37
U03049,POINT(-97.369161 45.743960),POINT(-76.137720 37.339897),2025-08-28 08:42:39
U01288,POINT(-83.754656 43.139802),POINT(-76.650219 25.387017),2025-09-13 14:23:06
U02941,POINT(-123.400561 39.547853),POINT(-88.428852 48.718106),2024-11-15 10:30:14
U03153,POINT(-87.926846 48.977502),POINT(-111.618724 36.094214),2025-08-26 01:56:50
U03563,POINT(-92.410307 41.204825),POINT(-113.909517 33.792403),2024-03-15 09:22:35
U03333,POINT(-95.680031 44.403736),POINT(-73.489776 29.946890),2025-07-08 03:53:23
U00389,POINT(-114.818419 43.090011),POINT(-90.938297 26.055839),2025-02-08 08:15:48
U01488,POINT(-94.263852 29.554586),POINT(-99.991320 46.586865),2026-01-08 11:55:11
U00267,POINT(-78.516421 43.785972),POINT(-98.564108 46.550974),2025-04-12 19:42:55
U00820,POINT(-98.490134 31.079105),POINT(-104.194732 33.486998),2025-07-01 22:01:53
U03667,POINT(-67.221052 40.010955),POINT(-102.564344 26.408689),2024-04-05 05:45:31
U00694,POINT(-88.318121 39.338446),POINT(-82.997468 32.716653),2024-05-29 17:31:23
U03553,POINT(-76.879156 31.117100),POINT(-96.499189 44.776309),2025-10-26 14:59:25
U02099,POINT(-107.923440 33.374198),POINT(-81.667879 45.994646),2025-06-21 06:27:53
U01816,POINT(-72.230991 25.971474),POINT(-76.025256 31.527259),2025-01-08 13:33:16
U03861,POINT(-96.215965 28.071435),POINT(-97.660613 31.701788),2024-11-13 12:46:22
U04730,POINT(-115.853269 36.392103),POINT(-95.524620 45.377356),2024-04-03 03:44:55
U01864,POINT(-79.144744 36.022048),POINT(-98.185792 42.181420),2024-02-27 12:24:49
U02203,POINT(-81.080830 29.629088),POINT(-121.377526 25.214999),2025-09-27 02:21:46
U03683,POINT(-74.075214 43.448838),POINT(-82.936614 47.823129),2025-10-25 22:06:23
U00798,POINT(-121.994653 41.583594),POINT(-83.655283 44.244691),2024-02-18 03:10:07
U03807,POINT(-74.051529 43.285441),POINT(-69.160141 44.957978),2026-02-22 04:47:31
U04107,POINT(-110.348639 39.768811),POINT(-81.748797 45.964429),2025-07-02 05:36:11
U01761,POINT(-90.642583 40.859669),POINT(-108.291776 40.350805),2024-01-20 16:05:06
U03939,POINT(-82.538018 39.538126),POINT(-85.977880 30.948285),2026-04-09 07:26:20
U03663,POINT(-103.254759 38.429120),POINT(-118.611878 30.182226),2024-12-29 20:04:07
U00093,POINT(-122.221037 45.587924),POINT(-85.526632 47.322402),2025-06-07 00:01:10
U03372,POINT(-103.280165 28.299011),POINT(-67.888997 32.830598),2025-07-15 21:54:03
U04598,POINT(-73.442580 46.103710),POINT(-95.929140 39.868254),2025-10-09 11:07:04
U02014,POINT(-110.865115 27.746450),POINT(-77.016224 35.947669),2025-02-10 03:34:46
U02929,POINT(-70.761077 39.374359),POINT(-104.147063 45.817080),2025-08-27 08:59:59
U00831,POINT(-97.599173 43.453696),POINT(-74.928687 41.939985),2024-06-19 20:37:31
U04701,POINT(-95.319376 35.340503),POINT(-76.787380 30.530639),2024-01-02 04:48:07
U01162,POINT(-93.078001 26.022075),POINT(-70.744255 29.958727),2026-01-31 00:30:46
U01663,POINT(-85.754378 35.748271),POINT(-81.247708 27.289149),2025-09-20 12:09:42
U01592,POINT(-109.869486 37.993710),POINT(-76.718811 44.605961),2024-02-03 18:20:23
U03092,POINT(-79.003849 41.197734),POINT(-80.758042 40.611192),2025-05-14 14:30:23
U02026,POINT(-74.062440 44.424932),POINT(-70.484892 26.796582),2025-01-25 10:23:59
U02787,POINT(-118.413528 46.761948),POINT(-101.204493 44.331850),2024-09-14 02:02:44
U01202,POINT(-120.659018 32.475059),POINT(-96.683648 43.085681),2024-02-10 05:11:52
U03472,POINT(-83.297303 45.472856),POINT(-92.700663 36.670037),2025-12-04 21:20:30
U02137,POINT(-79.405836 35.330350),POINT(-110.021115 26.155558),2024-12-07 10:09:28
U03182,POINT(-80.905931 44.168690),POINT(-79.648752 46.811997),2026-04-14 11:36:48
U03500,POINT(-122.433901 41.584793),POINT(-97.336774 47.507741),2024-10-22 11:46:27
U01102,POINT(-97.215212 33.965075),POINT(-97.545788 34.465474),2024-11-04 02:01:59
U00610,POINT(-72.511569 46.362478),POINT(-113.430606 37.007735),2025-02-25 20:50:39
U01565,POINT(-96.797000 42.060498),POINT(-109.907900 27.333109),2025-10-23 02:47:12
U03924,POINT(-121.053130 43.839783),POINT(-80.361277 38.952510),2025-10-13 16:23:23
U04931,POINT(-115.011956 35.316684),POINT(-111.945226 41.917532),2024-05-22 18:48:00
U03819,POINT(-110.404712 48.200099),POINT(-84.270536 26.004232),2025-05-22 18:38:23
U00918,POINT(-77.380777 25.628606),POINT(-86.298809 46.142279),2025-08-03 19:07:32
U01236,POINT(-89.010746 27.679595),POINT(-83.526051 39.087159),2024-08-30 08:35:07
U02572,POINT(-99.920552 42.758645),POINT(-108.978131 33.066602),2025-04-09 12:49:42
U03905,POINT(-110.062746 38.422536),POINT(-107.316150 42.182926),2025-04-13 04:12:10
U00590,POINT(-81.648325 26.739603),POINT(-112.570196 30.896655),2026-02-21 04:45:04
U02421,POINT(-116.605018 47.448782),POINT(-89.163262 29.921205),2025-01-11 07:01:12
U02602,POINT(-111.200950 34.967187),POINT(-76.465774 34.684002),2024-06-11 18:14:57
U01645,POINT(-70.363949 45.428912),POINT(-104.203998 34.854512),2026-04-07 12:23:40
U03453,POINT(-117.414689 34.396384),POINT(-104.106259 46.960542),2024-02-21 07:13:59
U04559,POINT(-113.665831 32.635621),POINT(-110.704653 42.666344),2024-12-08 10:37:46
U04885,POINT(-77.731522 43.955586),POINT(-81.981402 42.611824),2024-02-27 15:03:01
U00090,POINT(-107.808654 37.976068),POINT(-78.246312 33.075932),2025-03-23 21:50:24
U01121,POINT(-79.116385 25.708257),POINT(-77.159213 25.418645),2025-08-23 22:29:05
U03975,POINT(-82.291068 39.050480),POINT(-115.110427 27.913062),2024-02-09 11:50:05
U02045,POINT(-90.836801 48.873790),POINT(-123.715993 43.462797),2024-01-20 15:45:40
U04759,POINT(-97.554512 34.961404),POINT(-115.885746 44.753963),2025-11-06 00:58:11
U00476,POINT(-122.534789 41.901062),POINT(-89.746996 48.504853),2025-11-18 16:56:47
U04851,POINT(-70.505294 35.545181),POINT(-79.581600 31.825145),2025-06-09 08:36:23
U03249,POINT(-110.238186 47.134639),POINT(-92.575662 33.301669),2024-07-11 21:04:56
U01207,POINT(-116.786770 26.742177),POINT(-106.288051 46.709748),2025-11-04 03:58:45
U04597,POINT(-119.295141 33.986744),POINT(-77.749396 41.207824),2026-01-27 03:53:35
U00813,POINT(-89.376442 27.909431),POINT(-80.304322 26.278389),2024-04-24 14:33:49
U02422,POINT(-103.550977 26.419189),POINT(-94.499816 32.667115),2025-08-23 22:02:36
U03849,POINT(-121.974963 25.321582),POINT(-82.458710 36.929481),2024-12-20 09:49:55
U00138,POINT(-82.729293 38.102406),POINT(-118.420443 38.339189),2025-05-17 01:03:34
U04099,POINT(-92.027033 44.831225),POINT(-72.780622 30.964373),2025-07-11 10:22:03
U03528,POINT(-88.670473 46.407137),POINT(-91.092323 26.553965),2025-12-18 01:43:12
U03557,POINT(-94.862787 28.727089),POINT(-111.441393 39.359276),2026-03-19 09:07:06
U03427,POINT(-71.814722 26.935620),POINT(-71.000980 28.515443),2024-02-21 03:01:56
U03946,POINT(-100.549922 29.388047),POINT(-81.443805 32.895000),2025-09-16 12:53:13
U00671,POINT(-111.561880 26.039864),POINT(-120.091644 38.380296),2026-02-05 20:21:32
U04244,POINT(-100.272573 41.580789),POINT(-77.160358 33.999859),2025-06-23 20:49:21
U00450,POINT(-103.127311 41.948042),POINT(-83.345938 41.401260),2026-02-07 19:05:36
U00855,POINT(-69.613813 48.643194),POINT(-93.736876 42.574537),2024-02-16 20:53:27
U04123,POINT(-94.524260 27.301390),POINT(-119.624982 35.060216),2025-03-30 14:44:17
U03169,POINT(-83.325284 36.492864),POINT(-88.727302 42.141346),2024-12-29 09:45:29
U00061,POINT(-119.371677 33.696452),POINT(-98.223883 44.338244),2024-01-11 01:48:16
U04212,POINT(-90.003510 46.968401),POINT(-120.232753 29.749411),2026-03-16 13:21:29
U04988,POINT(-115.069148 40.845669),POINT(-70.336241 31.474761),2024-10-31 19:55:10
U01503,POINT(-114.558813 47.311558),POINT(-84.445755 45.275001),2025-01-24 11:19:41
U00660,POINT(-102.597735 43.299990),POINT(-83.955533 41.873397),2025-05-25 11:56:47
U01311,POINT(-114.726762 26.629985),POINT(-81.512126 29.098889),2024-02-17 02:42:56
U02392,POINT(-83.434218 42.123067),POINT(-77.693674 32.465153),2024-03-15 09:38:29
U04337,POINT(-76.166807 35.470419),POINT(-86.843112 33.738623),2025-10-31 06:18:24
U01242,POINT(-70.845692 33.931473),POINT(-116.899985 27.750515),2025-06-29 15:06:53
U00043,POINT(-96.501357 44.890928),POINT(-118.406097 44.478734),2025-01-20 03:41:10
U04130,POINT(-90.881659 44.850052),POINT(-114.120806 46.625698),2025-03-24 23:17:18
U02661,POINT(-118.831170 34.088086),POINT(-83.573185 40.371427),2024-05-01 06:50:11
U02783,POINT(-86.527580 40.891548),POINT(-71.752443 32.706506),2024-09-08 10:25:46
U04136,POINT(-112.090700 33.641973),POINT(-74.255935 37.669285),2025-04-10 05:17:31
U00501,POINT(-88.863189 41.512627),POINT(-119.881332 45.024572),2025-07-17 12:54:50
U04361,POINT(-96.498553 37.084165),POINT(-90.233911 36.470583),2024-01-01 02:28:34
U01298,POINT(-69.554076 33.845052),POINT(-70.455809 35.741176),2025-07-16 06:24:53
U04560,POINT(-92.563855 28.596508),POINT(-74.422570 32.322303),2026-01-29 01:47:05
U01540,POINT(-114.068617 42.542173),POINT(-82.797349 30.072888),2024-03-25 20:47:08
U02909,POINT(-94.711648 44.561816),POINT(-85.489248 36.603377),2025-03-26 18:26:34
U03529,POINT(-99.336227 31.021689),POINT(-89.199162 36.569207),2024-05-29 19:35:57
U01397,POINT(-102.805256 42.612298),POINT(-118.118468 31.497264),2026-01-16 06:28:25
U02371,POINT(-99.371133 31.879901),POINT(-118.757499 42.859024),2025-06-01 17:48:23
U03691,POINT(-72.811180 46.621547),POINT(-106.495358 48.944998),2024-01-08 02:31:56
U02678,POINT(-96.904778 38.426055),POINT(-106.753025 41.157734),2025-03-08 16:34:20
U02270,POINT(-122.186673 41.154503),POINT(-97.632252 36.673246),2024-12-28 01:24:00
U01152,POINT(-114.714644 29.978906),POINT(-87.995188 43.139468),2025-02-11 13:53:13
U03678,POINT(-119.255887 37.435199),POINT(-114.990007 42.987466),2024-12-12 03:46:18
U00021,POINT(-101.309015 42.317245),POINT(-79.209513 43.673822),2026-03-07 04:14:50
U02214,POINT(-71.073166 43.928141),POINT(-67.408161 35.721080),2024-07-07 12:35:45
U04174,POINT(-79.924751 27.077419),POINT(-113.856957 34.310134),2024-06-25 06:45:40
U00116,POINT(-98.008171 39.558957),POINT(-107.688787 47.848889),2026-03-31 13:29:04
U04413,POINT(-112.741696 45.747334),POINT(-119.694806 46.784388),2024-03-19 10:48:43
U01291,POINT(-85.783354 37.672312),POINT(-73.276055 31.437042),2025-09-19 16:27:11
U02541,POINT(-114.873446 44.651782),POINT(-76.861429 35.101651),2024-09-27 18:26:05
U03316,POINT(-95.566746 47.644379),POINT(-108.030901 40.316369),2026-03-12 15:59:44
U01939,POINT(-74.240694 47.451074),POINT(-106.120126 46.554236),2024-09-03 20:53:36
U03767,POINT(-89.848571 28.310377),POINT(-122.572127 30.133554),2026-03-18 14:04:15
U01539,POINT(-68.467100 36.741838),POINT(-87.712878 38.628923),2024-12-26 03:44:14
U01587,POINT(-112.466138 38.732141),POINT(-110.921693 27.635020),2024-04-10 23:50:35
U01448,POINT(-79.680056 34.693686),POINT(-112.619068 35.016938),2025-03-26 10:18:19
U03004,POINT(-80.284116 47.520767),POINT(-90.985180 29.697330),2024-11-26 15:47:57
U04116,POINT(-113.074856 40.673278),POINT(-105.276116 39.753189),2024-10-18 05:21:17
U01327,POINT(-75.422210 41.592192),POINT(-74.561458 46.121355),2024-04-11 21:38:51
U04060,POINT(-72.085063 36.134285),POINT(-100.853399 40.947329),2024-09-14 03:08:35
U01030,POINT(-81.247267 39.433022),POINT(-97.000086 35.942762),2026-03-03 01:22:25
U03457,POINT(-95.052765 27.865617),POINT(-101.824360 29.563564),2026-04-07 12:02:53
U03109,POINT(-114.246462 33.142201),POINT(-96.714033 44.431579),2025-01-01 03:50:19
U03323,POINT(-96.333433 43.101478),POINT(-99.148056 37.366074),2025-03-31 21:15:57
U02390,POINT(-119.753502 30.558549),POINT(-119.590046 42.142529),2025-09-09 22:37:22
U02922,POINT(-98.624810 45.089463),POINT(-115.371322 47.611340),2025-12-13 20:36:00
U04085,POINT(-118.246773 48.299657),POINT(-86.325508 48.017312),2024-03-18 05:48:58
U04512,POINT(-74.415596 32.331152),POINT(-85.623484 26.530498),2024-02-18 23:28:17
U04391,POINT(-94.352084 35.192614),POINT(-92.893813 46.880096),2025-11-28 00:30:20
U01543,POINT(-112.777982 32.130131),POINT(-75.146610 48.010024),2024-02-27 15:32:22
U00580,POINT(-107.902585 40.746331),POINT(-115.084429 30.011997),2024-07-28 16:55:32
U01132,POINT(-75.378311 48.072077),POINT(-74.237819 30.561285),2026-03-07 05:13:59
U04900,POINT(-119.463124 27.686934),POINT(-70.639755 36.088248),2024-08-13 04:19:04
U04432,POINT(-85.260418 32.201253),POINT(-88.513617 40.084127),2024-11-15 02:43:32
U04236,POINT(-112.654851 27.638477),POINT(-112.398011 33.873118),2026-03-27 02:59:08
U03763,POINT(-103.412795 42.215564),POINT(-72.087541 30.722784),2024-09-01 12:50:17
U04702,POINT(-67.858272 48.005622),POINT(-80.174822 44.287266),2024-03-20 16:37:37
U00619,POINT(-86.031996 30.523538),POINT(-119.523917 32.066122),2025-12-16 15:33:05
U03765,POINT(-90.452482 25.401284),POINT(-75.151093 26.603365),2025-01-19 20:54:45
U02792,POINT(-116.331516 28.029371),POINT(-80.207689 28.255457),2025-08-27 18:50:58
U03853,POINT(-122.786196 31.739556),POINT(-105.058667 37.638126),2025-07-28 05:46:43
U04964,POINT(-73.116153 46.385153),POINT(-90.663768 28.594512),2026-03-18 11:05:50
U01580,POINT(-85.076262 38.490812),POINT(-74.491776 39.180994),2025-07-13 22:13:12
U04917,POINT(-98.657792 43.808988),POINT(-71.834025 28.010543),2024-02-13 01:09:42
U03435,POINT(-101.809005 42.502323),POINT(-112.444406 48.805391),2024-05-30 06:04:36
U03441,POINT(-114.582913 41.282929),POINT(-91.051392 27.612676),2024-04-20 11:47:08
U00828,POINT(-70.775171 40.410811),POINT(-113.134868 38.244500),2024-02-13 01:14:02
U02155,POINT(-101.639548 41.216732),POINT(-83.635791 37.797089),2024-11-14 21:59:22
U01264,POINT(-107.611940 35.379615),POINT(-79.653684 41.189025),2025-07-20 13:06:47
U04452,POINT(-92.702300 45.458878),POINT(-75.707038 28.912222),2025-10-23 22:07:57
U04103,POINT(-89.051912 45.484456),POINT(-83.199454 30.388549),2025-07-27 08:52:04
U02097,POINT(-75.154270 27.220165),POINT(-75.124021 31.060857),2026-01-02 15:13:36
U00327,POINT(-68.200121 35.728031),POINT(-108.132753 29.132464),2024-05-11 19:44:50
U04585,POINT(-118.703477 26.742532),POINT(-106.106447 34.402957),2025-04-27 19:35:33
U02700,POINT(-123.648052 27.173726),POINT(-98.927702 33.550903),2024-06-15 10:11:43
U02317,POINT(-73.704761 45.393304),POINT(-108.522421 27.139264),2024-07-24 17:56:17
U01043,POINT(-74.501968 46.162573),POINT(-74.775598 38.821854),2024-08-24 05:23:38
U03836,POINT(-70.754233 29.905008),POINT(-91.720628 36.669010),2025-03-29 11:32:46
U03406,POINT(-77.572171 28.833482),POINT(-97.016644 46.358512),2025-09-02 10:54:59
U04342,POINT(-78.511855 31.123542),POINT(-105.169046 26.674953),2024-07-31 23:25:54
U04089,POINT(-77.569018 31.804653),POINT(-106.185351 38.877514),2024-01-22 01:36:23
U03499,POINT(-108.930051 36.024267),POINT(-67.364650 31.323355),2024-06-04 03:23:05
U00175,POINT(-82.103646 27.510719),POINT(-86.297683 35.997186),2024-10-06 16:14:48
U02367,POINT(-92.335587 30.390482),POINT(-122.958995 27.684858),2025-09-02 01:12:37
U00425,POINT(-78.162408 26.701284),POINT(-79.090135 25.795500),2025-10-20 20:45:21
U02453,POINT(-115.217470 43.191875),POINT(-121.729194 26.795708),2025-07-25 17:11:36
U00255,POINT(-115.712423 34.252479),POINT(-74.465799 38.971966),2024-08-07 06:50:32
U03431,POINT(-103.334227 28.557460),POINT(-73.758689 38.362353),2025-11-18 10:39:17
U01848,POINT(-110.672549 40.169218),POINT(-113.976920 27.699293),2024-02-05 19:26:12
U03471,POINT(-123.872017 30.801756),POINT(-70.911231 27.731729),2026-01-24 19:22:04
U02706,POINT(-81.706134 29.606915),POINT(-122.512924 36.437659),2025-01-04 17:42:25
U00912,POINT(-123.573051 35.536313),POINT(-76.528850 36.225551),2024-09-23 11:21:49
U02166,POINT(-112.699990 38.162006),POINT(-94.733417 28.197728),2024-01-12 11:05:44
U04185,POINT(-68.514782 27.457718),POINT(-91.536000 38.141524),2024-07-26 08:44:31
U04306,POINT(-69.068022 27.416912),POINT(-83.059561 29.397802),2026-04-08 00:28:27
U00856,POINT(-75.313947 31.523621),POINT(-101.879477 45.365100),2024-07-04 06:09:24
U04976,POINT(-121.629863 41.217451),POINT(-110.494780 47.520299),2025-03-17 16:55:58
U04894,POINT(-101.916099 32.889419),POINT(-93.432022 38.097391),2024-02-09 16:34:29
U02592,POINT(-85.753862 31.690430),POINT(-68.177953 29.680628),2025-10-30 14:04:08
U02518,POINT(-79.596776 34.330321),POINT(-95.743980 47.413074),2024-01-14 02:56:45
U03909,POINT(-96.902332 26.301781),POINT(-85.070375 37.236482),2024-04-07 09:12:59
U01269,POINT(-90.368015 34.970058),POINT(-113.791794 47.240549),2024-04-07 01:43:57
U04967,POINT(-95.581368 36.676873),POINT(-91.414029 45.483930),2025-12-10 15:59:20
U01060,POINT(-107.756637 46.932879),POINT(-102.047994 33.465216),2024-10-21 20:13:08
U03052,POINT(-121.523487 37.367293),POINT(-99.968527 45.050194),2024-06-13 22:36:08
U04462,POINT(-67.352881 37.378262),POINT(-108.979755 28.201587),2025-06-19 03:51:49
U03344,POINT(-116.056768 41.068795),POINT(-88.383149 36.792033),2024-04-10 14:57:18
U01318,POINT(-107.128280 33.459348),POINT(-76.229509 37.143664),2025-09-20 14:22:22
U04723,POINT(-72.450203 42.325580),POINT(-110.666639 45.362035),2024-11-19 02:53:35
U01455,POINT(-89.578054 29.071777),POINT(-123.527982 46.651592),2024-04-01 13:26:26
U00304,POINT(-68.766125 40.178322),POINT(-86.356075 34.564771),2026-03-08 23:37:46
